,Predicted_WindowFloatGlassType,NonWindowFloatGlassTypeProbability,WindowFloatGlassTypeProbability
63,1,0.29008310876792,0.70991689123208
64,1,0.460162429880767,0.539837570119233
65,1,0.204939459271851,0.795060540728149
66,0,0.554324526046845,0.445675473953155
67,1,0.207379389073247,0.792620610926753
68,1,0.10907269095812,0.89092730904188
69,1,0.246872038500901,0.753127961499099
70,1,0.109310651288481,0.890689348711519
71,0,0.959463411065265,0.0405365889347346
72,0,0.760733797350782,0.239266202649218
73,0,0.637828526862371,0.362171473137629
74,0,0.687927283465422,0.312072716534578
75,0,0.594346607896687,0.405653392103313
76,0,0.539835696207739,0.460164303792261
77,0,0.821989969170744,0.178010030829256
78,0,0.798092623127812,0.201907376872188
79,0,0.639517096572549,0.360482903427451
80,0,0.815984384493112,0.184015615506888
81,0,0.859967710519131,0.140032289480869
82,0,0.689016790605014,0.310983209394986
83,0,0.581801934687465,0.418198065312535
84,0,0.724657389016566,0.275342610983434
85,0,0.9580036922767,0.0419963077233
86,0,0.6997866420209,0.3002133579791
87,0,0.623619692933761,0.376380307066239
88,0,0.741295151020109,0.258704848979891
89,0,0.793711997652504,0.206288002347496
90,0,0.706983454411126,0.293016545588874
91,1,0.499520756881484,0.500479243118516
92,0,0.80319429112846,0.19680570887154
93,0,0.724813414125419,0.275186585874581
94,0,0.75510088951886,0.24489911048114
95,0,0.687283594681517,0.312716405318483
96,0,0.850417949759174,0.149582050240826
97,1,0.35669415183267,0.64330584816733
98,1,0.432516734467834,0.567483265532166
99,0,0.848685817554609,0.151314182445391
100,0,0.743932130876548,0.256067869123452
101,0,0.759551659051722,0.240448340948278
102,0,0.918516603610469,0.0814833963895305
103,1,0.370637337418368,0.629362662581632
104,1,0.458309174783157,0.541690825216843
105,0,0.780966414380175,0.219033585619825
106,0,0.994486838636317,0.00551316136368267
107,0,0.987646438207239,0.0123535617927606
108,0,0.978386011449655,0.0216139885503452
109,0,0.994122429036238,0.00587757096376234
110,0,0.970518118858256,0.0294818811417436
111,0,0.836806993830168,0.163193006169832
112,0,0.848809356915511,0.151190643084489
113,0,0.954556860172159,0.0454431398278412
114,1,0.410975970669721,0.589024029330279
115,1,0.39507663011823,0.60492336988177
116,0,0.527314652107378,0.472685347892622
117,0,0.604323083465165,0.395676916534835
118,0,0.864947854638561,0.135052145361439
119,0,0.790925492767171,0.209074507232829
120,0,0.829189465617653,0.170810534382347
121,0,0.600827667388265,0.399172332611735
122,0,0.748432652840783,0.251567347159217
123,0,0.714523936687314,0.285476063312686
124,0,0.827660232657418,0.172339767342582
125,1,0.322541342310516,0.677458657689484
126,0,0.641451908121835,0.358548091878165
127,0,0.554200238499229,0.445799761500771
128,0,0.936583800366938,0.0634161996330616
129,0,0.950752582733808,0.0492474172661924
130,0,0.992403516484538,0.00759648351546209
131,0,0.983255505063518,0.0167444949364818
132,0,0.992403139369952,0.00759686063004841
133,1,0.37342308260968,0.62657691739032
134,0,0.774461148593335,0.225538851406665
135,1,0.381576332309083,0.618423667690917
136,0,0.571733993228372,0.428266006771628
137,1,0.151704856466356,0.848295143533644
138,0,0.654323924765179,0.345676075234821
139,0,0.614029888806564,0.385970111193436
140,0,0.613927630484687,0.386072369515313
141,0,0.754408930297155,0.245591069702845
142,1,0.364794219951116,0.635205780048884
143,0,0.597421866750706,0.402578133249294
144,0,0.777436653444944,0.222563346555056
145,0,0.652535784917927,0.347464215082073
146,0,0.60202406446525,0.39797593553475
147,1,0.418341224636448,0.581658775363552
148,0,0.67786007021094,0.32213992978906
149,0,0.541472901556799,0.458527098443202
150,0,0.918015697160405,0.0819843028395951
151,0,0.814529276372435,0.185470723627565
152,1,0.217632317098215,0.782367682901785
153,1,0.0928548593935639,0.907145140606436
154,0,0.761632085249041,0.238367914750959
155,0,0.542977363995134,0.457022636004866
156,0,0.544589881779572,0.455410118220428
157,0,0.588928864262434,0.411071135737566
158,1,0.151522028349342,0.848477971650658
159,0,0.763686246125834,0.236313753874166
160,0,0.844526798389717,0.155473201610283
161,0,0.730448156128251,0.269551843871749
162,1,0.346355108635138,0.653644891364862
163,0,0.732103851823851,0.267896148176149
164,0,0.997885029103275,0.00211497089672451
165,0,0.957741742598425,0.0422582574015747
166,0,0.861796479131344,0.138203520868656
167,0,0.678722345945843,0.321277654054157
168,0,0.984404611647553,0.0155953883524466
169,0,0.995322830149526,0.00467716985047396
170,0,0.994834046445385,0.00516595355461524
171,0,0.995085601657989,0.00491439834201099
172,0,0.999603776951984,0.000396223048015606
173,0,0.99928947660511,0.000710523394889892
174,0,0.992137406370478,0.00786259362952237
175,0,0.994103207572674,0.00589679242732582
176,0,0.993095829838936,0.00690417016106375
177,0,0.940132432165653,0.0598675678343475
178,0,0.836542611693452,0.163457388306548
179,0,0.959298532283713,0.0407014677162874
180,0,0.954898863232742,0.0451011367672585
181,0,0.973631820707404,0.0263681792925957
182,0,0.995462054155997,0.00453794584400302
183,0,0.998669886872445,0.0013301131275555
184,0,0.981138869376876,0.0188611306231245
185,0,0.995324895918476,0.00467510408152409
186,0,0.821819557076121,0.178180442923879
187,0,0.9368644615824,0.0631355384176002
188,0,0.603512572364987,0.396487427635013
189,0,0.991733273530463,0.00826672646953709
190,0,0.977797107229863,0.0222028927701367
191,0,0.962012264116032,0.0379877358839683
192,0,0.999312163400922,0.000687836599077752
193,0,0.999473675053277,0.000526324946722845
194,0,0.998235581526012,0.0017644184739877
195,0,0.997583543548026,0.00241645645197439
196,0,0.999215653490663,0.000784346509337214
197,0,0.998611228369796,0.00138877163020356
198,0,0.999072943388663,0.000927056611336487
199,0,0.999482982791472,0.000517017208527909
200,0,0.999433359833023,0.000566640166977422
201,0,0.999345538859549,0.00065446114045064
202,0,0.892103905995355,0.107896094004645
203,0,0.999242140850574,0.000757859149426174
204,0,0.998176955810569,0.00182304418943128
205,0,0.999210693242596,0.000789306757404147
206,0,0.997694858357564,0.00230514164243625
207,0,0.997565219627843,0.00243478037215667
208,0,0.995295286994671,0.00470471300532922
209,0,0.999506798205503,0.000493201794497379
210,0,0.999516211288385,0.000483788711615296
211,0,0.997977270679787,0.00202272932021287
212,0,0.997277413541962,0.00272258645803849
213,0,0.996140564657547,0.00385943534245346
214,0,0.996966862637913,0.00303313736208658
