,Predicted_Survived,PassengerDiedProbability,PassengerSurvivedProbability
91,survived,0.105693128,0.894306872
92,died,0.654528141,0.345471859
93,died,0.674785587,0.325214413
94,survived,0.070692741,0.929307259
95,survived,0.113737186,0.886262814
96,survived,0.102071811,0.897928189
97,survived,0.112644023,0.887355977
98,died,0.671472542,0.328527458
99,died,0.659649125,0.340350875
100,survived,0.251793416,0.748206584
101,survived,0.263123452,0.736876548
102,survived,0.248613879,0.751386121
103,died,0.831533225,0.168466775
104,survived,0.269044484,0.730955516
105,survived,0.023778358,0.976221642
106,survived,0.107442479,0.892557521
107,died,0.776492665,0.223507335
108,died,0.657538705,0.342461295
109,survived,0.049338387,0.950661613
110,died,0.544049864,0.455950136
111,survived,0.076299274,0.923700726
112,died,0.653624868,0.346375132
113,survived,0.10373005,0.89626995
114,died,0.675369372,0.324630628
115,survived,0.111973733,0.888026267
116,survived,0.069532225,0.930467775
117,survived,0.083167894,0.916832106
118,died,0.640591861,0.359408139
119,died,0.654528141,0.345471859
120,died,0.601891395,0.398108605
121,died,0.667917208,0.332082792
122,survived,0.091604797,0.908395203
123,died,0.590861421,0.409138579
124,survived,0.07656966,0.92343034
125,died,0.550519473,0.449480527
126,survived,0.083167894,0.916832106
127,died,0.675950025,0.324049975
128,died,0.624411983,0.375588017
129,survived,0.093591647,0.906408353
130,died,0.655511971,0.344488029
131,survived,0.1052823,0.8947177
132,died,0.657304743,0.342695257
133,survived,0.10373005,0.89626995
134,died,0.675512644,0.324487356
135,died,0.651052062,0.348947938
136,survived,0.099666789,0.900333211
137,died,0.558917717,0.441082283
138,survived,0.074726638,0.925273362
139,died,0.676404949,0.323595051
140,died,0.663894738,0.336105262
141,survived,0.061885001,0.938114999
142,survived,0.083240015,0.916759985
143,survived,0.104225968,0.895774032
144,died,0.657367833,0.342632167
145,survived,0.10373005,0.89626995
146,died,0.669987676,0.330012324
147,died,0.654760333,0.345239667
148,survived,0.10373005,0.89626995
149,survived,0.113737186,0.886262814
150,survived,0.113110411,0.886889589
151,died,0.673644706,0.326355294
152,died,0.675950025,0.324049975
153,died,0.672499163,0.327500837
154,died,0.665431252,0.334568748
155,died,0.656376387,0.343623613
156,died,0.657004926,0.342995074
157,died,0.657367833,0.342632167
158,survived,0.106446836,0.893553164
159,survived,0.114157911,0.885842089
160,survived,0.113633704,0.886366296
161,survived,0.107442479,0.892557521
162,died,0.669987676,0.330012324
163,died,0.676404949,0.323595051
164,survived,0.109275097,0.890724903
165,survived,0.061885001,0.938114999
166,survived,0.081388471,0.918611529
167,died,0.656986811,0.343013189
168,survived,0.094976259,0.905023741
169,died,0.659649125,0.340350875
170,survived,0.106055718,0.893944282
171,survived,0.060519584,0.939480416
172,died,0.659649125,0.340350875
173,survived,0.086244314,0.913755686
174,died,0.598437198,0.401562802
175,survived,0.083087509,0.916912491
176,survived,0.099666789,0.900333211
177,died,0.675950025,0.324049975
178,died,0.666003767,0.333996233
179,died,0.671472542,0.328527458
180,died,0.634482191,0.365517809
181,died,0.631619347,0.368380653
182,died,0.779679068,0.220320932
183,survived,0.102251652,0.897748348
184,survived,0.104906837,0.895093163
185,died,0.640150681,0.359849319
186,died,0.663894738,0.336105262
187,died,0.675369372,0.324630628
188,died,0.589647509,0.410352491
189,survived,0.100483463,0.899516537
190,survived,0.090825768,0.909174232
191,survived,0.481112303,0.518887697
192,survived,0.046665081,0.953334919
193,died,0.635794576,0.364205424
194,survived,0.114157911,0.885842089
195,survived,0.069532225,0.930467775
196,died,0.54511559,0.45488441
197,died,0.655579783,0.344420217
198,died,0.676170186,0.323829814
199,died,0.636680513,0.363319487
200,died,0.637419681,0.362580319
201,survived,0.089366525,0.910633475
202,died,0.593329995,0.406670005
203,survived,0.081422194,0.918577806
204,survived,0.107442479,0.892557521
205,died,0.669636646,0.330363354
206,died,0.675369372,0.324630628
207,survived,0.078225769,0.921774231
208,died,0.673870451,0.326129549
209,died,0.632552972,0.367447028
210,survived,0.08324714,0.91675286
211,died,0.662110792,0.337889208
212,died,0.676343639,0.323656361
213,survived,0.110392314,0.889607686
214,died,0.675950025,0.324049975
215,died,0.671472542,0.328527458
216,survived,0.110392314,0.889607686
217,died,0.644508445,0.355491555
218,survived,0.102071811,0.897928189
219,died,0.666439759,0.333560241
220,died,0.536856441,0.463143559
221,survived,0.074997172,0.925002828
222,survived,0.079345307,0.920654693
223,survived,0.360456864,0.639543136
224,survived,0.038082092,0.961917908
225,survived,0.099666789,0.900333211
226,survived,0.10373005,0.89626995
227,survived,0.107442479,0.892557521
228,died,0.668310554,0.331689446
229,survived,0.114493573,0.885506427
230,died,0.669987676,0.330012324
231,died,0.653350027,0.346649973
232,survived,0.105772579,0.894227421
233,died,0.661588406,0.338411594
234,died,0.654121828,0.345878172
235,died,0.661588406,0.338411594
236,died,0.661588406,0.338411594
237,died,0.620629532,0.379370468
238,survived,0.083087509,0.916912491
239,died,0.620629532,0.379370468
240,survived,0.090825768,0.909174232
241,survived,0.358867297,0.641132703
242,died,0.572752583,0.427247417
243,survived,0.076592646,0.923407354
244,died,0.639569781,0.360430219
245,died,0.664373733,0.335626267
246,died,0.643497259,0.356502741
247,died,0.646674381,0.353325619
248,survived,0.106545685,0.893454315
249,survived,0.103582581,0.896417419
250,survived,0.100806947,0.899193053
251,died,0.602268546,0.397731454
252,survived,0.091930637,0.908069363
253,died,0.647029382,0.352970618
254,survived,0.114072965,0.885927035
255,survived,0.045730568,0.954269432
256,died,0.565278695,0.434721305
257,survived,0.076358516,0.923641484
258,died,0.655511971,0.344488029
259,died,0.56973935,0.43026065
260,survived,0.430116993,0.569883007
261,survived,0.076358516,0.923641484
262,died,0.662110792,0.337889208
263,died,0.675512644,0.324487356
264,died,0.647029382,0.352970618
265,died,0.675369372,0.324630628
266,survived,0.111973733,0.888026267
267,died,0.615725633,0.384274367
268,survived,0.095868854,0.904131146
269,died,0.650351778,0.349648222
270,died,0.582233768,0.417766232
271,died,0.541483546,0.458516454
272,survived,0.109275097,0.890724903
273,survived,0.055780953,0.944219047
274,died,0.553613533,0.446386467
275,survived,0.076861387,0.923138613
276,died,0.568462727,0.431537273
277,survived,0.475243421,0.524756579
278,survived,0.075628247,0.924371753
279,survived,0.094976259,0.905023741
280,died,0.58788687,0.41211313
281,died,0.541483546,0.458516454
282,survived,0.108500366,0.891499634
283,died,0.643497259,0.356502741
284,survived,0.112644023,0.887355977
285,died,0.798743675,0.201256325
286,survived,0.193889945,0.806110055
287,died,0.812170175,0.187829825
288,died,0.780040773,0.219959227
289,died,0.801623588,0.198376412
290,died,0.804912215,0.195087785
291,survived,0.20631478,0.79368522
292,died,0.811785319,0.188214681
293,died,0.780040773,0.219959227
294,died,0.796316263,0.203683737
295,survived,0.220703557,0.779296443
296,died,0.808400375,0.191599625
297,died,0.819933169,0.180066831
298,died,0.802116653,0.197883347
299,survived,0.171154637,0.828845363
300,died,0.808400375,0.191599625
301,died,0.71962418,0.28037582
302,survived,0.150365058,0.849634942
303,survived,0.183847735,0.816152265
304,survived,0.086649619,0.913350381
305,died,0.81802095,0.18197905
306,survived,0.183658705,0.816341295
307,died,0.796316263,0.203683737
308,died,0.804036647,0.195963353
309,died,0.823427155,0.176572845
310,died,0.806294393,0.193705607
311,survived,0.198055854,0.801944146
312,survived,0.090752934,0.909247066
313,died,0.726929598,0.273070402
314,survived,0.156154057,0.843845943
315,survived,0.174061841,0.825938159
316,died,0.787640316,0.212359684
317,survived,0.220703557,0.779296443
318,died,0.801623588,0.198376412
319,died,0.823427155,0.176572845
320,survived,0.224588373,0.775411627
321,died,0.511541376,0.488458624
322,died,0.724678537,0.275321463
323,survived,0.132714573,0.867285427
324,survived,0.219549351,0.780450649
325,died,0.783658129,0.216341871
326,survived,0.210124991,0.789875009
327,died,0.803275799,0.196724201
328,died,0.818910685,0.181089315
329,died,0.808060039,0.191939961
330,survived,0.195880749,0.804119251
331,survived,0.138677028,0.861322972
332,survived,0.123231416,0.876768584
333,died,0.796834291,0.203165709
334,survived,0.193889945,0.806110055
335,died,0.81035793,0.18964207
336,died,0.808400375,0.191599625
337,died,0.799051453,0.200948547
338,survived,0.076231167,0.923768833
339,died,0.737154091,0.262845909
340,survived,0.148345447,0.851654553
341,survived,0.192594514,0.807405486
342,survived,0.211702629,0.788297371
343,died,0.790339765,0.209660235
344,died,0.637151182,0.362848818
345,died,0.780040773,0.219959227
346,survived,0.122375139,0.877624861
347,survived,0.207638888,0.792361112
348,died,0.815370145,0.184629855
349,died,0.776232223,0.223767777
350,died,0.796834291,0.203165709
351,survived,0.18479347,0.81520653
352,died,0.801623588,0.198376412
353,died,0.780040773,0.219959227
354,survived,0.133405485,0.866594515
355,survived,0.16327145,0.83672855
356,died,0.816469419,0.183530581
357,died,0.570569447,0.429430553
358,died,0.749474801,0.250525199
359,survived,0.15189714,0.84810286
360,survived,0.191782435,0.808217565
361,survived,0.197751759,0.802248241
362,died,0.796316263,0.203683737
363,died,0.790339765,0.209660235
364,died,0.780040773,0.219959227
365,died,0.809991516,0.190008484
366,survived,0.195880749,0.804119251
367,died,0.780040773,0.219959227
368,died,0.820139846,0.179860154
369,survived,0.222582346,0.777417654
370,died,0.81914594,0.18085406
371,died,0.808837308,0.191162692
372,died,0.804912215,0.195087785
373,survived,0.21825407,0.78174593
374,died,0.772227129,0.227772871
375,died,0.804036647,0.195963353
376,died,0.82273878,0.17726122
377,died,0.775783582,0.224216418
378,died,0.775783582,0.224216418
379,died,0.799051453,0.200948547
380,died,0.799051453,0.200948547
381,died,0.81802095,0.18197905
382,died,0.812170175,0.187829825
383,died,0.818910685,0.181089315
384,died,0.812170175,0.187829825
385,died,0.579072325,0.420927675
386,survived,0.107047177,0.892952823
387,died,0.823523875,0.176476125
388,survived,0.100457735,0.899542265
389,died,0.746765247,0.253234753
390,died,0.801073672,0.198926328
391,died,0.812170175,0.187829825
392,survived,0.074105299,0.925894701
393,died,0.749617235,0.250382765
394,survived,0.156654598,0.843345402
395,survived,0.099125709,0.900874291
396,survived,0.099125709,0.900874291
397,died,0.672314449,0.327685551
398,survived,0.113463531,0.886536469
399,survived,0.214885444,0.785114556
400,died,0.870592667,0.129407333
401,died,0.881959864,0.118040136
402,died,0.864456382,0.135543618
403,survived,0.123803937,0.876196063
404,survived,0.213529643,0.786470357
405,died,0.822159165,0.177840835
406,died,0.820139846,0.179860154
407,survived,0.078301829,0.921698171
408,died,0.820825859,0.179174141
409,died,0.810719818,0.189280182
410,survived,0.195880749,0.804119251
411,died,0.790339765,0.209660235
412,died,0.823427155,0.176572845
413,died,0.784320198,0.215679802
414,survived,0.191305323,0.808694677
415,died,0.816763035,0.183236965
416,survived,0.177259891,0.822740109
417,died,0.810617695,0.189382305
418,survived,0.226028707,0.773971293
419,died,0.82273878,0.17726122
420,died,0.870592667,0.129407333
421,died,0.866627127,0.133372873
422,died,0.815370145,0.184629855
423,survived,0.195377697,0.804622303
424,died,0.804912215,0.195087785
425,survived,0.18479347,0.81520653
426,survived,0.192594514,0.807405486
427,died,0.81914594,0.18085406
428,survived,0.224539599,0.775460401
429,died,0.811785319,0.188214681
430,died,0.813840017,0.186159983
431,survived,0.140507946,0.859492054
432,died,0.735020346,0.264979654
433,survived,0.056659252,0.943340748
434,survived,0.060549426,0.939450574
435,died,0.642902871,0.357097129
436,survived,0.096065556,0.903934444
437,survived,0.177259891,0.822740109
438,survived,0.21825407,0.78174593
439,died,0.820139846,0.179860154
440,died,0.799051453,0.200948547
441,died,0.803521262,0.196478738
442,died,0.807871719,0.192128281
443,survived,0.21001458,0.78998542
444,survived,0.211282245,0.788717755
445,died,0.513048749,0.486951251
446,died,0.737154091,0.262845909
447,survived,0.136765539,0.863234461
448,died,0.812170175,0.187829825
449,died,0.822834074,0.177165926
450,died,0.815370145,0.184629855
451,died,0.812170175,0.187829825
452,died,0.823124873,0.176875127
453,survived,0.120256416,0.879743584
454,survived,0.168128254,0.831871746
455,died,0.783658129,0.216341871
456,died,0.822350301,0.177649699
457,died,0.822227511,0.177772489
458,died,0.775371546,0.224628454
459,died,0.806294393,0.193705607
460,died,0.816469419,0.183530581
461,died,0.822350301,0.177649699
462,died,0.772227129,0.227772871
463,died,0.801073672,0.198926328
464,died,0.802868939,0.197131061
465,survived,0.155508805,0.844491195
466,died,0.590672767,0.409327233
467,died,0.599069549,0.400930451
468,died,0.689452978,0.310547022
469,died,0.804036647,0.195963353
470,died,0.699135501,0.300864499
471,died,0.808400375,0.191599625
472,died,0.787089463,0.212910537
473,survived,0.209734132,0.790265868
474,died,0.822350301,0.177649699
475,died,0.793413832,0.206586168
476,died,0.796316263,0.203683737
477,died,0.81035793,0.18964207
478,died,0.808400375,0.191599625
479,survived,0.165877717,0.834122283
480,died,0.783658129,0.216341871
481,died,0.823192828,0.176807172
482,survived,0.14062516,0.85937484
483,survived,0.183658705,0.816341295
484,died,0.765358351,0.234641649
485,survived,0.215247951,0.784752049
486,died,0.81802095,0.18197905
487,died,0.812170175,0.187829825
488,died,0.806294393,0.193705607
489,survived,0.082253213,0.917746787
490,survived,0.098336543,0.901663457
491,survived,0.118462431,0.881537569
492,died,0.820139846,0.179860154
493,died,0.804912215,0.195087785
494,died,0.627134602,0.372865398
495,survived,0.207638888,0.792361112
496,died,0.796316263,0.203683737
497,died,0.580547063,0.419452937
498,died,0.599069549,0.400930451
499,survived,0.1227833,0.8772167
500,survived,0.221505668,0.778494332
501,died,0.783658129,0.216341871
502,survived,0.189710605,0.810289395
503,died,0.804036647,0.195963353
504,died,0.801623588,0.198376412
505,died,0.806294393,0.193705607
506,survived,0.149235588,0.850764412
507,survived,0.096586921,0.903413079
508,survived,0.18673045,0.81326955
509,survived,0.211702629,0.788297371
510,died,0.807951679,0.192048321
511,survived,0.211702629,0.788297371
512,died,0.81914594,0.18085406
513,survived,0.223879734,0.776120266
514,died,0.801623588,0.198376412
515,died,0.823192828,0.176807172
516,died,0.801623588,0.198376412
517,died,0.781873023,0.218126977
518,died,0.763605117,0.236394883
519,survived,0.221505668,0.778494332
520,died,0.796316263,0.203683737
521,survived,0.207638888,0.792361112
522,survived,0.205420015,0.794579985
523,died,0.796834291,0.203165709
524,survived,0.191782435,0.808217565
525,died,0.822834074,0.177165926
526,survived,0.21354147,0.78645853
527,died,0.798743675,0.201256325
528,died,0.782060593,0.217939407
529,survived,0.21354147,0.78645853
530,survived,0.16001585,0.83998415
531,survived,0.223879734,0.776120266
532,survived,0.216050769,0.783949231
533,died,0.792555158,0.207444842
534,survived,0.195880749,0.804119251
535,died,0.590672767,0.409327233
536,survived,0.087600901,0.912399099
537,survived,0.114122831,0.885877169
538,survived,0.056498489,0.943501511
539,survived,0.064482465,0.935517535
540,died,0.670137767,0.329862233
541,survived,0.109800106,0.890199894
542,died,0.789642731,0.210357269
543,died,0.813840017,0.186159983
544,survived,0.203080836,0.796919164
545,survived,0.198055854,0.801944146
546,died,0.907895502,0.092104498
547,died,0.763644874,0.236355126
548,died,0.821341864,0.178658136
549,survived,0.276126225,0.723873775
550,survived,0.308002886,0.691997114
551,died,0.89519469,0.10480531
552,died,0.886545823,0.113454177
553,survived,0.317670413,0.682329587
554,died,0.901378632,0.098621368
555,died,0.896616338,0.103383662
556,survived,0.358829666,0.641170334
557,died,0.76118664,0.23881336
558,survived,0.245508211,0.754491789
559,died,0.896616338,0.103383662
560,died,0.896616338,0.103383662
561,died,0.886545823,0.113454177
562,died,0.893674871,0.106325129
563,died,0.89519469,0.10480531
564,died,0.905427099,0.094572901
565,died,0.882297384,0.117702616
566,died,0.903239865,0.096760135
567,survived,0.303856088,0.696143912
568,died,0.991387551,0.008612449
569,died,0.884162746,0.115837254
570,died,0.869687393,0.130312607
571,died,0.911441566,0.088558434
572,died,0.931865683,0.068134317
573,died,0.893233226,0.106766774
574,died,0.898539808,0.101460192
575,died,0.584335229,0.415664771
576,died,0.897942838,0.102057162
577,died,0.896616338,0.103383662
578,survived,0.080300541,0.919699459
579,died,0.886545823,0.113454177
580,died,0.896616338,0.103383662
581,died,0.88687634,0.11312366
582,survived,0.299388558,0.700611442
583,died,0.893674871,0.106325129
584,died,0.905427099,0.094572901
585,died,0.991665936,0.008334064
586,died,0.992630929,0.007369071
587,died,0.991092431,0.008907569
588,died,0.99339608,0.00660392
589,died,0.880814793,0.119185207
590,died,0.585140178,0.414859822
591,died,0.892053644,0.107946356
592,survived,0.079993328,0.920006672
593,survived,0.379671938,0.620328062
594,died,0.888492918,0.111507082
595,died,0.892053644,0.107946356
596,survived,0.312907895,0.687092105
597,died,0.901378632,0.098621368
598,died,0.892053644,0.107946356
599,survived,0.292489297,0.707510703
600,died,0.886545823,0.113454177
601,died,0.895485506,0.104514494
602,died,0.785633445,0.214366555
603,survived,0.250328512,0.749671488
604,survived,0.250328512,0.749671488
605,survived,0.278856969,0.721143031
606,survived,0.148843344,0.851156656
607,survived,0.317670413,0.682329587
608,died,0.907554285,0.092445715
609,died,0.896616338,0.103383662
610,died,0.886545823,0.113454177
611,survived,0.245508211,0.754491789
612,survived,0.299609828,0.700390172
613,survived,0.353362141,0.646637859
614,died,0.890327553,0.109672447
615,died,0.884482112,0.115517888
616,died,0.896616338,0.103383662
617,died,0.890327553,0.109672447
618,died,0.886545823,0.113454177
619,died,0.903239865,0.096760135
620,died,0.888492918,0.111507082
621,died,0.882297384,0.117702616
622,died,0.896616338,0.103383662
623,died,0.777207845,0.222792155
624,survived,0.191909246,0.808090754
625,died,0.862972759,0.137027241
626,survived,0.271101411,0.728898589
627,died,0.888492918,0.111507082
628,survived,0.335196394,0.664803606
629,survived,0.326747544,0.673252456
630,died,0.892361096,0.107638904
631,died,0.881673962,0.118326038
632,died,0.890327553,0.109672447
633,died,0.905427099,0.094572901
634,survived,0.319996606,0.680003394
635,died,0.888492918,0.111507082
636,died,0.884482112,0.115517888
637,survived,0.317670413,0.682329587
638,survived,0.331052689,0.668947311
639,survived,0.362107449,0.637892551
640,died,0.882297384,0.117702616
641,died,0.906924622,0.093075378
642,died,0.879986978,0.120013022
643,died,0.879986978,0.120013022
644,survived,0.331052689,0.668947311
645,died,0.888492918,0.111507082
646,died,0.888492918,0.111507082
647,died,0.899177007,0.100822993
648,died,0.893674871,0.106325129
649,survived,0.308002886,0.691997114
650,survived,0.375841726,0.624158274
651,died,0.899177007,0.100822993
652,died,0.893674871,0.106325129
653,died,0.888492918,0.111507082
654,died,0.903239865,0.096760135
655,died,0.900321464,0.099678536
656,died,0.888396756,0.111603244
657,died,0.873100489,0.126899511
658,died,0.886545823,0.113454177
659,died,0.882297384,0.117702616
660,died,0.893674871,0.106325129
661,died,0.906001247,0.093998753
662,died,0.893674871,0.106325129
663,died,0.902350749,0.097649251
664,died,0.902350749,0.097649251
665,survived,0.335196394,0.664803606
666,survived,0.362107449,0.637892551
667,died,0.878245036,0.121754964
668,died,0.907958929,0.092041071
669,died,0.905427099,0.094572901
670,died,0.897942838,0.102057162
671,died,0.884482112,0.115517888
672,died,0.901378632,0.098621368
673,died,0.7926896,0.2073104
674,died,0.759520717,0.240479283
675,survived,0.225153704,0.774846296
676,died,0.898914313,0.101085687
677,died,0.884482112,0.115517888
678,survived,0.241444731,0.758555269
679,died,0.873321931,0.126678069
680,died,0.879986978,0.120013022
681,died,0.891203931,0.108796069
682,died,0.907872078,0.092127922
683,survived,0.335196394,0.664803606
684,died,0.884482112,0.115517888
685,survived,0.362107449,0.637892551
686,died,0.900321464,0.099678536
687,died,0.684903669,0.315096331
688,died,0.859063319,0.140936681
689,survived,0.262177554,0.737822446
690,died,0.897942838,0.102057162
691,died,0.89519469,0.10480531
692,died,0.93429843,0.06570157
693,died,0.890327553,0.109672447
694,died,0.930943352,0.069056648
695,died,0.925403728,0.074596272
696,died,0.898720543,0.101279457
697,survived,0.354613718,0.645386282
698,died,0.901378632,0.098621368
699,died,0.877545975,0.122454025
700,died,0.671495767,0.328504233
701,survived,0.109651726,0.890348274
702,died,0.794406454,0.205593546
703,survived,0.206800434,0.793199566
704,died,0.89519469,0.10480531
705,died,0.890327553,0.109672447
706,died,0.906001247,0.093998753
707,survived,0.322285256,0.677714744
708,died,0.879986978,0.120013022
709,died,0.907895502,0.092104498
710,died,0.907958929,0.092041071
711,died,0.903239865,0.096760135
712,died,0.884482112,0.115517888
713,survived,0.362107449,0.637892551
714,survived,0.34298369,0.65701631
715,survived,0.339174641,0.660825359
716,died,0.904047856,0.095952144
717,died,0.889934928,0.110065072
718,died,0.893674871,0.106325129
719,died,0.883518429,0.116481571
720,survived,0.316373585,0.683626415
721,died,0.882297384,0.117702616
722,died,0.877545975,0.122454025
723,died,0.907872078,0.092127922
724,died,0.826072289,0.173927711
725,died,0.824679408,0.175320592
726,died,0.817827894,0.182172106
727,died,0.907499437,0.092500563
728,survived,0.246427833,0.753572167
729,died,0.907666478,0.092333522
730,died,0.907666478,0.092333522
731,died,0.882297384,0.117702616
732,died,0.896616338,0.103383662
733,survived,0.288974618,0.711025382
734,survived,0.233140037,0.766859963
735,died,0.860257029,0.139742971
736,died,0.68783241,0.31216759
737,survived,0.157323557,0.842676443
738,died,0.89519469,0.10480531
739,died,0.890327553,0.109672447
740,survived,0.308002886,0.691997114
741,died,0.743142946,0.256857054
742,died,0.858039872,0.141960128
743,died,0.907760715,0.092239285
744,survived,0.26910397,0.73089603
745,died,0.906924622,0.093075378
746,died,0.999502982,0.000497018
747,died,0.999354403,0.000645597
748,died,0.999530462,0.000469538
749,died,0.992281594,0.007718406
750,died,0.993384958,0.006615042
751,died,0.999566097,0.000433903
752,survived,0.488497042,0.511502958
753,survived,0.056250077,0.943749923
754,died,0.905881911,0.094118089
755,died,0.903239865,0.096760135
756,died,0.886545823,0.113454177
757,died,0.942538585,0.057461415
758,died,0.937844578,0.062155422
759,died,0.884482112,0.115517888
760,survived,0.34298369,0.65701631
761,survived,0.312907895,0.687092105
762,died,0.891136294,0.108863706
763,survived,0.323936666,0.676063334
764,died,0.886545823,0.113454177
765,died,0.892877144,0.107122856
766,died,0.943343694,0.056656306
767,died,0.888396756,0.111603244
768,died,0.888492918,0.111507082
769,survived,0.35970294,0.64029706
770,died,0.89519469,0.10480531
771,died,0.86319056,0.13680944
772,died,0.897942838,0.102057162
773,survived,0.317670413,0.682329587
774,survived,0.350080538,0.649919462
775,survived,0.339174641,0.660825359
776,survived,0.335196394,0.664803606
777,died,0.899177007,0.100822993
778,survived,0.356462133,0.643537867
779,survived,0.171087092,0.828912908
780,survived,0.244400454,0.755599546
781,died,0.907958929,0.092041071
782,died,0.899177007,0.100822993
783,survived,0.353362141,0.646637859
784,died,0.907895502,0.092104498
785,died,0.901378632,0.098621368
786,survived,0.334031788,0.665968212
787,survived,0.327471751,0.672528249
788,died,0.900321464,0.099678536
789,died,0.888492918,0.111507082
790,died,0.886545823,0.113454177
791,died,0.907205067,0.092794933
792,died,0.870636025,0.129363975
793,died,0.904776424,0.095223576
794,died,0.896616338,0.103383662
795,died,0.890327553,0.109672447
796,died,0.904047856,0.095952144
797,died,0.902350749,0.097649251
798,died,0.900321464,0.099678536
799,died,0.765674153,0.234325847
800,survived,0.154550216,0.845449784
801,died,0.906837893,0.093162107
802,died,0.904047856,0.095952144
803,died,0.884482112,0.115517888
804,survived,0.209644896,0.790355104
805,died,0.892053644,0.107946356
806,died,0.903239865,0.096760135
807,died,0.897942838,0.102057162
808,survived,0.308179242,0.691820758
809,survived,0.312353241,0.687646759
810,died,0.903239865,0.096760135
811,died,0.879986978,0.120013022
812,died,0.888492918,0.111507082
813,died,0.901378632,0.098621368
814,died,0.888492918,0.111507082
815,died,0.904047856,0.095952144
816,died,0.890327553,0.109672447
817,survived,0.181070803,0.818929197
818,died,0.872428216,0.127571784
819,died,0.88340516,0.11659484
820,died,0.905111408,0.094888592
821,died,0.907951126,0.092048874
822,survived,0.460347854,0.539652146
823,died,0.93619629,0.06380371
824,survived,0.13311786,0.86688214
825,died,0.975330829,0.024669171
826,survived,0.256810308,0.743189692
827,survived,0.154550216,0.845449784
828,died,0.827846258,0.172153742
829,survived,0.225153704,0.774846296
830,died,0.89519469,0.10480531
831,survived,0.375841726,0.624158274
832,survived,0.335196394,0.664803606
833,died,0.896616338,0.103383662
834,died,0.900321464,0.099678536
835,died,0.900321464,0.099678536
836,died,0.890327553,0.109672447
837,died,0.890327553,0.109672447
838,died,0.903239865,0.096760135
839,died,0.905111408,0.094888592
840,died,0.906001247,0.093998753
841,died,0.907275781,0.092724219
842,died,0.893674871,0.106325129
843,survived,0.346620062,0.653379938
844,survived,0.379671938,0.620328062
845,died,0.898443304,0.101556696
846,survived,0.342552123,0.657447877
847,died,0.877634848,0.122365152
848,died,0.899177007,0.100822993
849,died,0.893492703,0.106507297
850,survived,0.330837856,0.669162144
