,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
142,0,1,NA
143,0,1,NA
144,0,0.999541839061908,0.00045816093809193
145,0,1,NA
146,0,0.571511968591298,0.428488031408702
147,0,0.999427523756627,0.000572476243373277
148,0,1,NA
149,1,0.362450331124818,0.637549668875182
150,0,0.934607378692979,0.0653926213070213
151,1,0.418286530284314,0.581713469715686
152,0,0.985995165871356,0.0140048341286439
153,0,0.999912459187246,8.75408127543188e-05
154,0,0.999920661468785,7.93385312145576e-05
155,1,0.456805077795427,0.543194922204573
156,0,0.998490754531989,0.001509245468011
157,0,0.98032781338515,0.0196721866148496
158,0,0.927651728966633,0.0723482710333669
159,0,0.982832923742272,0.0171670762577283
160,0,0.958898225287324,0.0411017747126755
161,0,0.945437802254281,0.0545621977457192
162,0,0.961719024713995,0.0382809752860046
163,0,0.936889017744392,0.0631109822556084
164,0,0.999997999532879,2.00046712127737e-06
165,1,0.253067215320178,0.746932784679822
166,0,1,NA
167,0,0.9922633540241,0.00773664597589968
168,0,0.962546881480135,0.0374531185198654
169,0,1,NA
170,0,1,NA
171,0,1,NA
172,1,0.163890910038897,0.836109089961103
173,0,1,NA
174,0,1,NA
175,0,0.95780602062848,0.0421939793715201
176,0,1,NA
177,0,1,NA
178,1,3.78824796898442e-24,1
179,0,0.744886213011189,0.255113786988811
180,0,0.998726075523796,0.00127392447620407
181,0,0.99999246828855,7.5317114496984e-06
182,0,0.999901866045858,9.81339541422644e-05
183,0,1,NA
184,0,0.997939058747897,0.00206094125210318
185,0,0.999779770215497,0.000220229784503449
186,0,1,NA
187,0,1,NA
188,1,0.354601141238344,0.645398858761656
189,0,0.973067276266588,0.0269327237334117
190,0,0.999981312050844,1.86879491563034e-05
191,0,0.994503250266885,0.00549674973311472
192,0,1,NA
193,0,1,NA
194,0,1,NA
195,0,0.995173898038682,0.00482610196131817
196,0,0.999893573460296,0.000106426539704027
197,0,0.973243334800523,0.0267566651994771
198,0,1,NA
199,0,0.999983931861532,1.6068138467784e-05
200,0,0.992907246653766,0.00709275334623423
201,0,0.999511733743429,0.000488266256570848
202,0,1,NA
203,0,1,NA
204,0,0.991023909926149,0.00897609007385095
205,0,0.999973155275508,2.68447244917904e-05
206,1,0.118804934403044,0.881195065596956
207,0,0.99936283821334,0.000637161786659696
208,0,1,NA
209,1,0.0938823127883238,0.906117687211676
210,0,1,NA
211,0,0.999916673442234,8.33265577659839e-05
212,0,0.999800791670832,0.000199208329167808
213,0,0.99999186457425,8.13542575032679e-06
214,1,0.370768844863762,0.629231155136238
215,0,0.999999772525887,2.27474113039439e-07
216,0,1,NA
217,0,1,NA
218,0,1,NA
219,0,0.87078692407527,0.12921307592473
220,0,0.997861694957529,0.00213830504247087
221,0,1,NA
222,0,1,NA
223,0,0.999989627476231,1.03725237693029e-05
224,0,1,NA
225,0,1,NA
226,0,0.995932922796801,0.00406707720319904
227,0,0.998360894515541,0.00163910548445918
228,0,0.996081390907824,0.00391860909217626
229,0,0.994336686352053,0.00566331364794715
230,0,0.969225966457321,0.0307740335426787
231,0,0.987309555358216,0.0126904446417842
232,0,0.999431894510499,0.000568105489501426
233,0,0.999323076652099,0.000676923347901053
234,0,0.999994108415793,5.89158420712361e-06
235,0,0.997577748812354,0.00242225118764575
236,0,0.908251206022516,0.0917487939774837
237,0,0.664566056632797,0.335433943367203
238,0,1,NA
239,0,1,NA
240,1,2.12545143396733e-27,1
241,0,0.991162690223546,0.00883730977645352
242,0,1,NA
243,0,0.907010997045201,0.0929890029547985
244,1,1.53431983312467e-18,1
245,1,0.462502845926967,0.537497154073033
246,0,1,NA
247,0,0.999964535786328,3.54642136714621e-05
248,1,1.03917112673927e-22,1
249,0,0.891895968593402,0.108104031406598
250,0,0.861580150738114,0.138419849261886
251,0,1,NA
252,0,0.984196759555791,0.0158032404442093
253,0,0.999999316403085,6.83596914695314e-07
254,0,0.999984641171637,1.53588283631284e-05
255,0,0.781380372727855,0.218619627272145
256,0,0.999640982927925,0.000359017072075193
257,0,0.999529527145921,0.000470472854078967
258,0,0.981805302265935,0.0181946977340654
259,0,0.982692239700091,0.0173077602999089
260,0,0.759892339193955,0.240107660806045
261,0,0.999615398460324,0.000384601539675493
262,0,1,NA
263,0,0.999971715283047,2.8284716952477e-05
264,1,0.0420956337030431,0.957904366296957
265,0,1,NA
266,0,1,NA
267,0,0.999283457661249,0.000716542338751266
268,0,1,NA
269,0,1,NA
270,0,0.681324702684237,0.318675297315763
271,0,1,NA
272,0,0.999898758735411,0.00010124126458944
273,0,0.986949536604562,0.0130504633954379
274,0,1,NA
275,1,0.249340405627555,0.750659594372445
276,1,0.231916135712385,0.768083864287615
277,0,0.950897867667585,0.0491021323324145
278,1,0.00724098401591655,0.992759015984083
279,0,0.987856315651617,0.0121436843483832
280,0,0.981322503596844,0.0186774964031564
281,1,0.426728718058642,0.573271281941358
282,0,0.972641378291756,0.0273586217082443
283,0,1,NA
284,0,1,NA
285,0,1,NA
286,0,0.997272151157437,0.00272784884256267
287,0,1,NA
288,0,0.999997963348754,2.03665124599606e-06
289,0,0.999243632802173,0.000756367197827483
290,0,1,NA
291,1,0.11232058154795,0.88767941845205
292,0,0.999889657208654,0.000110342791346574
293,0,1,NA
294,0,0.999987385578977,1.26144210231341e-05
295,0,0.999688159469258,0.000311840530741676
296,0,0.999874966615335,0.000125033384665448
297,1,2.39856991729373e-27,1
298,0,1,NA
299,0,0.999998758127187,1.24187281309784e-06
300,0,0.992299245163321,0.0077007548366791
301,0,0.676406027142854,0.323593972857146
302,0,0.999734391631493,0.000265608368507287
303,0,1,NA
304,1,0.0606272071970489,0.939372792802951
305,0,1,NA
306,0,1,NA
307,0,0.999746497128768,0.000253502871231499
308,0,0.999926891705579,7.31082944206455e-05
309,0,0.999998928387306,1.07161269444756e-06
310,0,0.999590725032849,0.000409274967151062
311,1,0.274099278234072,0.725900721765928
312,0,1,NA
313,0,1,NA
314,0,1,NA
315,0,1,NA
316,0,0.993306778707869,0.00669322129213104
317,0,0.999993172451701,6.82754829930806e-06
318,0,0.966871415314896,0.0331285846851045
319,0,0.999997241655242,2.75834475827936e-06
320,1,0.0163845229131803,0.98361547708682
321,0,1,NA
322,0,0.998255260660405,0.00174473933959513
323,0,0.999871880836384,0.000128119163615924
324,1,0.210194132331198,0.789805867668802
325,0,0.999944230621167,5.57693788325131e-05
326,0,0.999996163682502,3.83631749793765e-06
327,0,0.997459622189756,0.00254037781024426
328,0,0.996917633232331,0.00308236676766921
329,0,0.998168408297233,0.00183159170276747
330,1,0.150861072120566,0.849138927879434
331,0,1,NA
332,0,0.999741833155281,0.000258166844718532
333,0,0.999706699893668,0.000293300106332328
334,0,0.976162635588842,0.0238373644111583
335,0,0.995439701787,0.00456029821300047
336,0,1,NA
337,0,1,NA
338,0,1,NA
339,1,0.221492947215443,0.778507052784557
340,0,0.999999648417358,3.51582641480577e-07
341,1,0.310555228917538,0.689444771082462
342,0,0.999985836880393,1.41631196071515e-05
343,0,0.999869326868747,0.000130673131253401
344,0,0.99998942647422,1.05735257796732e-05
345,0,0.998371314123751,0.0016286858762485
346,0,1,NA
347,0,0.999998966496376,1.03350362415191e-06
348,0,0.995158777368841,0.00484122263115942
349,0,1,NA
350,0,0.993633337190718,0.00636666280928241
351,0,0.999997925923202,2.07407679835019e-06
352,0,1,NA
353,0,0.999258276315548,0.000741723684451676
354,0,0.99046488525541,0.0095351147445904
355,0,0.99925602679521,0.000743973204789977
356,0,0.999976605739765,2.33942602352976e-05
357,0,1,NA
358,0,1,NA
359,0,0.999606443133287,0.000393556866713012
360,0,0.992559182262446,0.00744081773755391
361,0,0.999994730823795,5.26917620521869e-06
362,0,0.999973276430504,2.67235694958409e-05
363,0,0.99965272215996,0.000347277840040096
364,0,1,NA
365,0,0.987588486737362,0.012411513262638
366,0,0.985075831532318,0.0149241684676822
367,0,0.727416482378885,0.272583517621115
368,0,1,NA
369,0,1,NA
370,0,0.993315441145625,0.00668455885437479
371,0,1,NA
372,0,0.66302333706576,0.33697666293424
373,0,0.999109633354781,0.00089036664521896
374,0,0.99995488795171,4.51120482896159e-05
375,0,1,NA
376,0,1,NA
377,0,1,NA
378,0,0.991108400393718,0.00889159960628228
379,0,0.999964570370044,3.54296299561429e-05
380,0,0.999999870806356,1.29193643822161e-07
381,0,1,NA
382,0,1,NA
383,0,0.616079712473156,0.383920287526844
384,0,0.999990945399463,9.05460053745499e-06
385,0,1,NA
386,0,1,NA
387,0,0.999917180547944,8.2819452056426e-05
388,0,1,NA
389,0,0.988759250920545,0.0112407490794556
390,0,1,NA
391,0,1,NA
392,1,0.217715975844687,0.782284024155314
393,0,0.986505145225769,0.0134948547742306
394,0,0.999190550985407,0.000809449014592598
395,0,1,NA
396,0,1,NA
397,0,0.999874362323034,0.000125637676965689
398,0,0.589187552487984,0.410812447512016
399,0,1,NA
400,0,0.999886876312253,0.000113123687747196
401,0,0.999729971393538,0.000270028606462473
402,0,0.999116202628551,0.000883797371448844
403,0,1,NA
404,0,0.979123059088236,0.0208769409117634
405,0,0.953979868649632,0.0460201313503679
406,0,1,NA
407,0,1,NA
408,1,0.123301661746891,0.876698338253109
409,0,1,NA
410,0,0.993065401366921,0.0069345986330791
411,0,0.99996524933673,3.47506632704385e-05
412,0,0.979995162646666,0.0200048373533343
413,0,1,NA
414,0,0.999638503360314,0.000361496639685592
415,1,0.146342286518428,0.853657713481572
416,0,0.996697940008474,0.00330205999152586
417,0,0.999977028243458,2.29717565424912e-05
418,1,0.414349487992854,0.585650512007145
419,1,0.107521952505425,0.892478047494575
420,0,0.631459076842456,0.368540923157544
421,0,0.854384104636269,0.145615895363731
422,0,0.999932187116933,6.78128830673602e-05
423,0,1,NA
424,1,4.96169481206471e-35,1
425,0,0.998903122465859,0.00109687753414148
426,0,0.998631270577107,0.00136872942289256
427,0,0.997584723738369,0.00241527626163057
428,0,0.990449746471455,0.00955025352854445
429,0,0.859109697977433,0.140890302022567
430,0,0.989738807873306,0.010261192126694
431,1,0.460720780766159,0.539279219233841
432,0,0.999855811844829,0.000144188155170962
433,0,1,NA
434,0,1,NA
435,0,0.99148611660721,0.00851388339278967
436,0,0.995934645738085,0.00406535426191446
437,0,0.999942510616231,5.74893837687365e-05
438,0,1,NA
439,0,0.993926136492613,0.00607386350738708
440,0,0.733469189745643,0.266530810254357
441,1,0.419510889864644,0.580489110135356
442,0,1,NA
443,0,0.630846217456756,0.369153782543244
444,1,0.370385873890474,0.629614126109526
445,0,0.999887707999283,0.000112292000716828
446,0,1,NA
447,0,0.99992321459567,7.67854043295431e-05
448,0,0.999965124895649,3.48751043506014e-05
449,0,0.992882851401212,0.00711714859878807
450,0,0.999936146817518,6.38531824823164e-05
451,0,1,NA
452,0,0.999828669504661,0.000171330495338654
453,0,0.930270519713834,0.0697294802861655
454,0,0.522999695554794,0.477000304445206
455,1,0.388663932175333,0.611336067824667
456,0,1,NA
457,1,0.259469152929575,0.740530847070425
458,0,0.965345149783235,0.0346548502167651
459,0,0.966304820214966,0.0336951797850339
460,0,1,NA
461,0,0.999964027823666,3.59721763343169e-05
462,0,0.974834251358673,0.0251657486413274
463,0,0.999998423263505,1.57673649551641e-06
464,0,0.999336603874526,0.000663396125474073
465,0,0.9999409257607,5.90742392996948e-05
466,1,0.0132047966438062,0.986795203356194
467,0,0.999466200839487,0.00053379916051272
468,0,0.998902040370073,0.00109795962992675
469,0,0.999880916394492,0.000119083605507991
470,0,0.999999766048499,2.33951500679819e-07
471,0,1,NA
472,1,1.19287173057288e-70,1
473,1,4.00129378284993e-22,1
474,1,0.182407841831636,0.817592158168365
475,0,0.980948042381502,0.0190519576184985
476,0,1,NA
477,0,0.998952717880023,0.00104728211997736
478,0,1,NA
479,1,2.21922840837589e-10,0.999999999778077
480,0,0.996382875983013,0.00361712401698735
481,1,0.101357915378976,0.898642084621024
482,1,4.27665198823824e-20,1
483,0,0.999825940783603,0.0001740592163971
484,0,0.98886669129727,0.0111333087027302
485,0,0.99914118109972,0.00085881890028029
486,0,0.999984688199047,1.53118009527087e-05
487,0,0.872234431907011,0.127765568092989
488,0,0.999899603358948,0.000100396641051548
489,0,0.999997542197517,2.45780248260256e-06
490,1,0.121019619982342,0.878980380017658
491,0,0.979016303936868,0.0209836960631322
492,1,0.426816877402221,0.573183122597779
493,1,0.226081482461266,0.773918517538734
494,0,1,NA
495,0,1,NA
496,0,0.979006837044002,0.0209931629559981
497,0,1,NA
498,1,4.90291533980483e-06,0.99999509708466
499,0,0.999875930507467,0.000124069492533032
500,0,0.999926056251825,7.39437481750074e-05
501,0,0.999977528243316,2.24717566840555e-05
502,0,0.906616823096692,0.0933831769033076
503,1,0.456991455306275,0.543008544693725
504,0,0.999982431677273,1.75683227274975e-05
505,0,0.894402987640899,0.105597012359101
506,0,0.799204786332937,0.200795213667063
507,0,0.999803082520052,0.000196917479948106
508,0,0.999985844024268,1.41559757323581e-05
509,0,0.804774745137295,0.195225254862705
510,0,1,NA
511,0,1,NA
512,0,0.999968019783839,3.19802161608623e-05
513,0,1,NA
514,0,0.995585622501041,0.00441437749895871
515,1,0.00133730046478579,0.998662699535214
516,1,0.119049999750148,0.880950000249852
517,0,0.988159219987557,0.0118407800124428
518,0,0.999645947619697,0.000354052380303469
519,0,1,NA
520,0,1,NA
521,0,0.998261393342439,0.0017386066575606
522,0,1,NA
523,0,0.99899281731743,0.00100718268256974
524,0,1,NA
525,0,0.993013151238434,0.00698684876156581
526,0,0.999797939627416,0.000202060372583754
527,0,0.999987606297748,1.23937022518013e-05
528,1,0.12401358141965,0.87598641858035
529,0,1,NA
530,0,0.999984758322148,1.52416778517819e-05
531,0,0.998415094827281,0.00158490517271897
532,0,1,NA
533,0,0.954184959977669,0.0458150400223312
534,0,1,NA
535,0,0.999979275625592,2.07243744081502e-05
536,0,0.999047228410543,0.000952771589456596
537,0,1,NA
538,1,0.279311127281306,0.720688872718694
539,0,1,NA
540,1,0.243454346360142,0.756545653639858
541,0,1,NA
542,0,1,NA
543,1,0.345181103984606,0.654818896015394
544,0,0.99992061660034,7.93833996595644e-05
545,1,0.206925743666726,0.793074256333274
546,0,0.874250741463247,0.125749258536753
547,0,0.999862715022854,0.000137284977146388
548,0,1,NA
549,0,1,NA
550,0,1,NA
551,0,1,NA
552,0,0.756415418553348,0.243584581446652
553,0,0.991897320533446,0.00810267946655349
554,0,1,NA
555,1,9.70211033907404e-07,0.999999029788966
556,0,1,NA
557,0,0.983974286674525,0.0160257133254744
558,0,0.522811822119203,0.477188177880797
559,1,0.0329156992127452,0.967084300787255
560,0,0.678789571927626,0.321210428072374
561,0,0.996862685310599,0.00313731468940113
562,0,0.900377164338208,0.099622835661792
563,0,1,NA
564,0,0.999938648613123,6.13513868770814e-05
565,0,0.922227529164889,0.0777724708351108
566,0,0.998418279498972,0.00158172050102794
567,1,1.7327994066598e-66,1
568,0,1,NA
569,0,0.999948862328332,5.11376716679735e-05
570,0,1,NA
571,1,0.188919564873977,0.811080435126023
572,0,1,NA
573,0,0.999999080478354,9.19521645877897e-07
574,0,0.986181364124633,0.0138186358753668
575,0,0.999997424767348,2.57523265167032e-06
576,0,1,NA
577,0,1,NA
578,0,0.971533868102701,0.0284661318972993
579,0,1,NA
580,0,1,NA
581,0,0.844134689460155,0.155865310539845
582,0,0.999796131961151,0.000203868038848794
583,0,0.993478620260068,0.00652137973993167
584,0,1,NA
585,0,0.999997230011323,2.76998867734033e-06
586,1,0.00364230530264323,0.996357694697357
587,0,0.999766112889081,0.000233887110918708
588,0,1,NA
589,0,1,NA
590,0,0.551905036958817,0.448094963041183
591,0,0.86511843491301,0.13488156508699
592,0,0.97343622761571,0.0265637723842899
593,1,0.0121429282407227,0.987857071759277
594,0,1,NA
595,0,1,NA
596,0,0.999987733464392,1.22665356081795e-05
597,0,0.679941256073975,0.320058743926025
598,0,0.999961554843407,3.84451565926102e-05
599,0,1,NA
600,1,1.56622809220152e-05,0.999984337719078
601,0,1,NA
602,0,0.99092931114134,0.00907068885865998
603,0,0.999821924991478,0.000178075008522035
604,0,1,NA
605,0,0.572574393009728,0.427425606990272
606,0,1,NA
607,0,0.999691983661674,0.000308016338326151
608,0,0.999436196908912,0.000563803091088247
609,0,0.999986036784722,1.39632152776836e-05
610,0,0.99973813746944,0.000261862530560268
611,1,2.45239245119745e-12,0.999999999997548
612,0,1,NA
613,0,0.993155400365766,0.00684459963423364
614,0,1,NA
615,0,0.999660594700461,0.000339405299539234
616,0,0.997421402809803,0.00257859719019704
617,1,0.329332608640827,0.670667391359173
618,0,0.999997001323886,2.99867611374034e-06
619,0,0.99999323560227,6.76439772979742e-06
620,0,0.99999833189215,1.66810784968974e-06
621,0,0.99986964401547,0.000130355984530254
622,0,0.995929296437142,0.00407070356285766
623,0,0.999852733173056,0.00014726682694437
624,0,1,NA
625,0,0.999690061982888,0.000309938017112153
626,0,0.97739234284415,0.0226076571558504
627,0,0.999671000640722,0.000328999359277476
628,0,0.99965029915413,0.000349700845870571
629,0,0.999403883464232,0.000596116535768118
630,0,1,NA
631,0,0.999981995630578,1.80043694217134e-05
632,0,1,NA
633,0,0.984660291114269,0.0153397088857311
634,1,4.80128109715347e-25,1
635,0,0.999999419988353,5.80011647051099e-07
636,0,1,NA
637,0,0.998862236643118,0.00113776335688188
638,0,0.999842884752445,0.000157115247554878
639,0,1,NA
640,0,0.999992097810103,7.90218989683056e-06
641,0,0.995334524123661,0.00466547587633848
642,1,9.79481181945841e-23,1
643,0,0.999987656896256,1.2343103743953e-05
644,0,1,NA
645,1,3.75546127581741e-11,0.999999999962445
646,1,1.88425606382098e-25,1
647,0,0.999993272118007,6.72788199332076e-06
648,0,0.999986755127236,1.32448727639209e-05
649,1,0.00223539541090737,0.997764604589093
650,1,0.00635244663275031,0.99364755336725
651,0,0.998318355792283,0.00168164420771708
652,0,0.998552047848683,0.00144795215131671
653,0,1,NA
654,0,0.999949257608421,5.07423915791712e-05
655,0,0.999996635914463,3.36408553705445e-06
656,0,1,NA
657,0,0.9991341624231,0.000865837576899849
658,0,0.999981014240386,1.89857596138393e-05
659,1,0.184828192010902,0.815171807989098
660,0,1,NA
661,1,0.139347164361432,0.860652835638568
662,0,1,NA
663,0,0.999986060342487,1.39396575130845e-05
664,0,0.99744247989689,0.00255752010311014
665,0,0.685184384529362,0.314815615470638
666,0,1,NA
667,0,1,NA
668,0,1,NA
669,0,0.994091387051227,0.00590861294877311
670,1,0.16711084620495,0.83288915379505
671,0,0.999952645267837,4.73547321634292e-05
672,0,0.999990487727813,9.51227218663987e-06
673,0,0.999978104205585,2.18957944152241e-05
674,1,0.26546472853876,0.73453527146124
675,0,0.999999480658297,5.19341702951981e-07
676,0,1,NA
677,0,1,NA
678,1,0.000252867177447198,0.999747132822553
679,0,1,NA
680,0,1,NA
681,0,0.910320034341766,0.0896799656582336
682,0,1,NA
683,0,0.916733119168405,0.083266880831595
684,0,1,NA
685,0,1,NA
686,0,1,NA
687,0,1,NA
688,0,0.514834139033706,0.485165860966294
689,0,0.998511790319755,0.0014882096802453
690,0,1,NA
691,0,0.999933649220414,6.63507795861392e-05
692,0,0.976319663098556,0.0236803369014438
693,0,0.891633465517641,0.108366534482359
694,0,0.951063199188054,0.0489368008119462
695,0,0.986701393330609,0.0132986066693904
696,0,0.894285404487085,0.105714595512915
697,0,0.995000364402003,0.00499963559799714
698,0,0.998908015703099,0.00109198429690144
699,0,0.978208481950215,0.0217915180497852
700,0,0.988042809021985,0.0119571909780153
701,1,8.70152753837882e-69,1
702,1,0.0271782738221623,0.972821726177838
703,0,0.998830412181537,0.00116958781846257
704,0,0.988800368610782,0.0111996313892176
705,0,0.999985299767167,1.4700232833565e-05
706,0,0.697720871348715,0.302279128651285
707,1,6.26155745446883e-20,1
708,0,0.704016283664726,0.295983716335274
709,0,0.99999971518172,2.84818279973294e-07
710,0,1,NA
711,0,1,NA
712,0,0.999538773925346,0.000461226074653991
713,0,0.964737736355562,0.0352622636444376
714,0,0.999868885929865,0.000131114070135452
715,0,1,NA
716,0,1,NA
717,0,0.999946245254333,5.37547456671147e-05
718,0,0.811615977142756,0.188384022857244
719,1,2.9262354362922e-13,0.999999999999707
720,0,1,NA
721,1,0.0211640577536812,0.978835942246319
722,0,0.999938118059139,6.18819408614621e-05
723,0,0.996708677897435,0.00329132210256541
724,0,0.983875240564528,0.0161247594354723
725,0,1,NA
726,0,1,NA
727,0,0.999987388879255,1.26111207451463e-05
728,0,0.839136950115204,0.160863049884796
729,0,1,NA
730,1,0.161771841302632,0.838228158697368
731,0,0.884477030193305,0.115522969806694
732,1,0.221948198609469,0.778051801390531
733,0,0.999993683810317,6.31618968297861e-06
734,0,1,NA
735,1,0.0700362019115269,0.929963798088473
736,1,0.32400939760186,0.67599060239814
737,0,0.999999595544727,4.04455272985339e-07
738,0,0.99996192793881,3.80720611900188e-05
739,0,1,NA
740,0,1,NA
741,0,1,NA
742,0,1,NA
743,0,1,NA
744,0,1,NA
745,0,0.94964076698607,0.0503592330139301
746,0,0.99755033551243,0.00244966448756995
747,1,0.0396722107303702,0.96032778926963
748,0,0.819330745828476,0.180669254171524
749,0,1,NA
750,0,0.990585219742564,0.0094147802574365
751,0,0.999493799739045,0.00050620026095509
752,0,0.998068559415328,0.0019314405846722
753,0,1,NA
754,0,0.999981551474451,1.84485255492433e-05
755,0,1,NA
756,0,0.727574097906965,0.272425902093035
757,1,0.148454236393689,0.851545763606311
758,1,0.036759371068445,0.963240628931555
759,0,0.999988577755856,1.14222441437214e-05
760,1,0.0759060939379688,0.924093906062031
761,0,1,NA
762,0,0.986978881682294,0.013021118317706
763,0,0.997400514017965,0.00259948598203537
764,0,0.9997493538583,0.000250646141700301
765,1,1.84117797011361e-06,0.99999815882203
766,1,0.222397012345403,0.777602987654597
767,0,0.999994968430254,5.03156974584757e-06
768,0,0.999966357553217,3.36424467824615e-05
769,0,0.998873103377891,0.00112689662210879
770,0,1,NA
771,0,0.999996945486268,3.05451373164835e-06
772,0,0.999987409974406,1.25900255938491e-05
773,0,0.999999539155989,4.60844010605541e-07
774,0,0.652887703716187,0.347112296283813
775,0,1,NA
776,0,0.983876140038381,0.0161238599616191
777,0,0.940165094713182,0.0598349052868176
778,0,1,NA
779,0,0.999999712838703,2.8716129712838e-07
780,0,0.999743616646379,0.000256383353621027
781,1,3.28381096017003e-22,1
782,1,0.479529868698492,0.520470131301508
783,0,0.999996958873663,3.04112633727639e-06
784,0,0.999994341542467,5.65845753323935e-06
785,0,0.999999207839842,7.9216015793292e-07
786,0,0.999796992243352,0.000203007756647604
787,0,0.997936929094327,0.00206307090567296
788,0,0.991152012664234,0.00884798733576558
789,1,5.87643618787689e-09,0.999999994123564
790,0,1,NA
791,1,0.41392428494958,0.58607571505042
792,0,0.999999181999104,8.18000895882188e-07
793,0,0.998272932877216,0.00172706712278367
