,Predicted_censored,CensoredProbability,NonCensoredProbability
126,1,0.16,0.84
127,1,0.02,0.98
128,1,0.02,0.98
129,0,0.98,0.02
130,0,0.88,0.12
131,1,0.14,0.86
132,1,0.22,0.78
133,1,0.26,0.74
134,1,0.04,0.96
135,1,0.06,0.94
136,0,0.76,0.24
137,0,0.82,0.18
138,1,0.36,0.64
139,0,0.92,0.08
140,0,0.8,0.2
141,0,0.64,0.36
142,1,0,1
143,0,0.86,0.14
144,0,0.96,0.04
145,1,0.18,0.82
146,1,0.02,0.98
147,0,0.94,0.06
148,0,0.58,0.42
149,0,0.72,0.28
150,0,0.88,0.12
151,0,0.7,0.3
152,0,0.94,0.06
153,0,0.74,0.26
154,0,0.72,0.28
155,0,0.78,0.22
156,1,0.04,0.96
157,0,0.72,0.28
158,1,0,1
159,1,0.28,0.72
160,1,0.16,0.84
161,1,0.2,0.8
162,1,0.32,0.68
163,0,0.88,0.12
164,1,0.14,0.86
165,0,0.98,0.02
166,1,0.04,0.96
167,1,0.04,0.96
168,0,0.76,0.24
169,0,0.94,0.06
170,1,0.26,0.74
171,1,0.06,0.94
172,0,0.76,0.24
173,1,0.14,0.86
174,0,1,0
175,1,0.3,0.7
176,0,0.8,0.2
177,0,0.96,0.04
178,0,0.94,0.06
179,1,0,1
180,0,0.92,0.08
181,1,0.34,0.66
182,0,0.96,0.04
183,0,0.96,0.04
184,1,0.26,0.74
185,1,0.26,0.74
186,0,0.88,0.12
187,1,0.12,0.88
188,0,0.98,0.02
189,1,0.14,0.86
190,1,0,1
191,0,0.9,0.1
192,0,0.92,0.08
193,1,0.02,0.98
194,1,0.32,0.68
195,0,0.96,0.04
196,0,0.86,0.14
197,0,0.82,0.18
198,0,0.92,0.08
199,1,0.08,0.92
200,1,0.2,0.8
201,0,0.96,0.04
202,0,1,0
203,0,0.92,0.08
204,1,0.04,0.96
205,0,0.96,0.04
206,0,0.94,0.06
207,1,0.02,0.98
208,0,0.84,0.16
209,0,0.98,0.02
210,1,0,1
211,0,0.84,0.16
212,0,0.94,0.06
213,0,0.84,0.16
214,1,0.02,0.98
215,1,0,1
216,1,0.16,0.84
217,1,0.28,0.72
218,1,0.14,0.86
219,1,0.06,0.94
220,1,0.06,0.94
221,1,0.18,0.82
222,0,0.92,0.08
223,0,1,0
224,1,0.08,0.92
225,0,0.94,0.06
226,0,0.88,0.12
227,1,0.08,0.92
228,1,0,1
229,1,0.26,0.74
230,0,0.78,0.22
231,0,0.76,0.24
232,0,0.8,0.2
233,1,0.22,0.78
234,0,0.66,0.34
235,0,0.88,0.12
236,0,0.96,0.04
237,1,0.18,0.82
238,1,0.26,0.74
239,1,0.28,0.72
240,0,0.94,0.06
241,0,0.94,0.06
242,0,0.9,0.1
243,1,0.28,0.72
244,0,0.82,0.18
245,0,0.84,0.16
246,1,0.12,0.88
247,1,0.26,0.74
248,1,0,1
249,1,0.26,0.74
250,1,0.18,0.82
251,0,0.84,0.16
252,0,0.76,0.24
253,0,0.86,0.14
254,1,0.16,0.84
255,0,0.92,0.08
256,0,0.84,0.16
257,1,0.2,0.8
258,0,0.76,0.24
259,1,0.24,0.76
260,1,0.02,0.98
261,0,0.9,0.1
262,1,0.04,0.96
263,0,0.92,0.08
264,0,0.9,0.1
265,1,0.24,0.76
266,0,0.98,0.02
267,1,0.02,0.98
268,1,0.2,0.8
269,1,0.26,0.74
270,1,0.06,0.94
271,0,0.92,0.08
272,0,0.96,0.04
273,1,0.18,0.82
274,1,0.38,0.62
275,0,0.78,0.22
276,1,0.16,0.84
277,0,0.96,0.04
278,0,0.98,0.02
279,0,0.94,0.06
280,1,0.22,0.78
281,0,0.96,0.04
282,0,0.9,0.1
283,0,0.9,0.1
284,0,0.88,0.12
285,0,0.92,0.08
286,0,0.98,0.02
287,0,0.92,0.08
288,1,0.14,0.86
289,0,0.94,0.06
290,0,0.94,0.06
291,0,0.9,0.1
292,0,0.92,0.08
293,0,0.9,0.1
294,0,0.96,0.04
295,0,0.84,0.16
296,1,0.02,0.98
297,0,0.82,0.18
298,0,0.98,0.02
299,0,0.98,0.02
300,0,0.86,0.14
301,0,0.86,0.14
302,0,0.96,0.04
303,1,0.2,0.8
304,0,0.92,0.08
305,1,0.24,0.76
306,0,0.96,0.04
307,0,0.92,0.08
308,0,0.9,0.1
309,1,0.16,0.84
310,1,0.12,0.88
311,0,0.9,0.1
312,0,0.78,0.22
313,0,0.76,0.24
314,0,0.76,0.24
315,0,0.86,0.14
316,0,0.86,0.14
317,0,0.74,0.26
318,1,0.16,0.84
319,0,1,0
320,0,0.8,0.2
321,0,0.84,0.16
322,1,0.04,0.96
323,0,0.9,0.1
324,0,0.88,0.12
325,0,0.78,0.22
326,0,0.74,0.26
327,0,0.76,0.24
328,0,0.96,0.04
329,1,0.02,0.98
330,1,0.34,0.66
331,1,0.14,0.86
332,1,0.24,0.76
333,1,0.32,0.68
334,1,0.18,0.82
335,1,0.06,0.94
336,1,0.04,0.96
337,0,0.92,0.08
338,0,1,0
339,1,0.02,0.98
340,1,0.04,0.96
341,0,0.9,0.1
342,0,0.98,0.02
343,0,0.7,0.3
344,1,0.4,0.6
345,1,0.02,0.98
346,1,0.18,0.82
347,0,0.94,0.06
348,1,0.1,0.9
349,1,0.2,0.8
350,0,0.8,0.2
351,1,0.02,0.98
352,0,0.9,0.1
353,1,0.18,0.82
354,0,0.88,0.12
355,1,0.18,0.82
356,0,0.8,0.2
357,0,0.94,0.06
358,0,0.98,0.02
359,1,0.2,0.8
360,1,0.04,0.96
361,1,0.22,0.78
362,0,0.9,0.1
363,0,0.94,0.06
364,0,0.94,0.06
365,0,0.74,0.26
366,0,0.88,0.12
367,1,0.04,0.96
368,0,0.92,0.08
369,0,0.82,0.18
370,0,1,0
371,1,0.44,0.56
372,1,0.02,0.98
373,1,0.06,0.94
374,1,0.2,0.8
375,1,0.2,0.8
376,1,0.22,0.78
377,1,0.2,0.8
378,0,0.88,0.12
379,1,0.2,0.8
380,1,0.06,0.94
381,0,0.88,0.12
382,1,0.02,0.98
383,0,0.96,0.04
384,1,0,1
385,0,1,0
386,1,0.44,0.56
387,1,0.12,0.88
388,0,0.88,0.12
389,0,0.72,0.28
390,0,0.62,0.38
391,0,0.94,0.06
392,1,0.12,0.88
393,1,0.22,0.78
394,0,1,0
395,1,0.28,0.72
396,1,0.26,0.74
397,0,0.78,0.22
398,1,0.32,0.68
399,1,0.22,0.78
400,1,0.28,0.72
401,1,0.04,0.96
402,0,0.9,0.1
403,0,0.92,0.08
404,0,0.96,0.04
405,0,0.94,0.06
406,1,0.28,0.72
407,1,0.08,0.92
408,0,0.9,0.1
409,0,0.8,0.2
410,0,0.88,0.12
411,0,0.82,0.18
412,1,0.08,0.92
413,0,0.82,0.18
414,1,0.2,0.8
415,0,0.92,0.08
416,1,0.02,0.98
417,0,0.86,0.14
418,0,0.78,0.22
419,0,0.94,0.06
420,0,0.86,0.14
421,1,0.02,0.98
422,1,0,1
423,0,0.8,0.2
424,0,0.76,0.24
425,0,0.88,0.12
426,0,0.9,0.1
427,0,0.9,0.1
428,0,0.76,0.24
429,0,0.96,0.04
430,1,0.34,0.66
431,1,0.02,0.98
432,0,0.94,0.06
433,0,0.94,0.06
434,0,0.9,0.1
435,0,0.78,0.22
436,1,0.3,0.7
437,1,0.02,0.98
438,1,0.22,0.78
439,1,0.22,0.78
440,1,0.04,0.96
441,1,0.14,0.86
442,0,0.88,0.12
443,1,0.1,0.9
444,0,0.96,0.04
445,0,0.94,0.06
446,0,0.96,0.04
447,1,0.28,0.72
448,1,0.08,0.92
449,1,0.04,0.96
450,0,0.86,0.14
451,0,0.98,0.02
452,1,0.02,0.98
453,0,0.82,0.18
454,0,0.94,0.06
455,1,0.26,0.74
456,0,0.98,0.02
457,0,0.88,0.12
458,0,0.9,0.1
459,1,0.24,0.76
460,0,0.98,0.02
461,0,0.9,0.1
462,1,0.1,0.9
463,0,0.92,0.08
464,0,0.68,0.32
465,1,0.04,0.96
466,1,0,1
467,0,0.9,0.1
468,0,1,0
469,1,0.22,0.78
470,0,0.98,0.02
471,0,0.96,0.04
472,0,0.94,0.06
473,1,0.06,0.94
474,0,0.94,0.06
475,0,0.94,0.06
476,1,0.22,0.78
477,1,0.18,0.82
478,0,0.94,0.06
479,0,1,0
480,0,0.98,0.02
481,1,0.28,0.72
482,0,0.98,0.02
483,0,0.96,0.04
484,0,0.82,0.18
485,0,0.76,0.24
486,1,0.02,0.98
487,0,1,0
488,0,0.86,0.14
489,0,0.82,0.18
490,0,1,0
491,0,0.86,0.14
492,1,0.14,0.86
493,1,0.1,0.9
494,1,0.26,0.74
495,0,0.76,0.24
496,1,0.12,0.88
497,1,0.06,0.94
498,1,0.28,0.72
499,1,0.06,0.94
500,0,0.88,0.12
501,1,0.08,0.92
502,1,0.12,0.88
503,0,1,0
504,0,1,0
505,1,0.16,0.84
506,1,0,1
507,0,0.82,0.18
508,1,0.16,0.84
509,0,0.72,0.28
510,0,0.74,0.26
511,0,0.8,0.2
512,0,0.82,0.18
513,0,0.8,0.2
514,0,0.64,0.36
515,1,0.04,0.96
516,1,0.36,0.64
517,1,0.02,0.98
518,1,0.2,0.8
519,0,0.92,0.08
520,1,0.34,0.66
521,1,0.04,0.96
522,0,0.96,0.04
523,1,0.2,0.8
524,0,0.86,0.14
525,1,0.04,0.96
526,0,0.94,0.06
527,0,0.96,0.04
528,1,0.12,0.88
529,1,0.12,0.88
530,1,0,1
531,1,0.02,0.98
532,1,0.2,0.8
533,1,0.02,0.98
534,1,0.18,0.82
535,1,0.1,0.9
536,0,0.76,0.24
537,1,0.18,0.82
538,0,0.82,0.18
539,0,0.78,0.22
540,0,0.94,0.06
541,0,0.9,0.1
542,1,0.08,0.92
543,0,0.86,0.14
544,1,0.12,0.88
545,0,0.86,0.14
546,0,0.82,0.18
547,0,0.8,0.2
548,0,0.74,0.26
549,0,0.64,0.36
550,1,0.24,0.76
551,1,0.02,0.98
552,0,0.62,0.38
553,0,0.62,0.38
554,1,0.26,0.74
555,1,0.28,0.72
556,1,0.28,0.72
557,1,0.38,0.62
558,1,0.44,0.56
559,1,0.48,0.52
560,1,0.1,0.9
561,0,0.9,0.1
562,1,0.02,0.98
563,1,0.14,0.86
564,0,0.92,0.08
565,0,0.64,0.36
566,0,0.84,0.16
567,1,0.26,0.74
568,0,0.7,0.3
569,1,0.24,0.76
570,1,0.46,0.54
571,0,0.78,0.22
572,0,0.86,0.14
573,0,0.94,0.06
574,1,0.32,0.68
575,0,0.64,0.36
576,0,0.84,0.16
577,0,0.6,0.4
578,1,0.12,0.88
579,1,0.42,0.58
580,1,0.26,0.74
581,1,0.2,0.8
582,1,0.1,0.9
583,0,0.88,0.12
584,0,0.8,0.2
585,0,0.84,0.16
586,0,0.64,0.36
587,0,0.5,0.5
588,1,0.3,0.7
589,0,0.84,0.16
590,1,0.46,0.54
591,1,0.14,0.86
592,0,0.62,0.38
593,0,0.76,0.24
594,1,0.36,0.64
595,0,0.6,0.4
596,1,0.44,0.56
597,1,0.44,0.56
598,0,0.72,0.28
599,1,0.46,0.54
600,1,0.08,0.92
601,0,0.5,0.5
602,0,0.66,0.34
603,1,0.14,0.86
604,0,0.8,0.2
605,0,0.56,0.44
606,1,0.36,0.64
607,1,0.48,0.52
608,0,0.5,0.5
609,0,0.6,0.4
610,1,0.24,0.76
611,0,0.52,0.48
612,1,0.5,0.5
613,1,0.16,0.84
614,1,0.4,0.6
615,0,0.76,0.24
616,1,0.4,0.6
617,1,0.34,0.66
618,1,0.04,0.96
619,1,0.32,0.68
620,1,0.12,0.88
621,1,0.24,0.76
622,1,0.14,0.86
623,1,0.26,0.74
624,0,0.5,0.5
625,1,0.32,0.68
626,1,0.02,0.98
627,0,0.66,0.34
628,1,0.4,0.6
629,0,0.9,0.1
630,0,0.74,0.26
631,0,0.84,0.16
632,0,0.68,0.32
633,1,0.24,0.76
634,1,0.32,0.68
635,0,0.98,0.02
636,0,0.58,0.42
637,0,0.94,0.06
638,0,0.84,0.16
639,0,0.78,0.22
640,1,0.36,0.64
641,1,0.44,0.56
642,0,0.52,0.48
643,0,0.6,0.4
644,0,0.8,0.2
645,1,0.38,0.62
646,0,0.56,0.44
647,0,0.68,0.32
648,1,0.42,0.58
649,0,0.9,0.1
650,0,0.94,0.06
651,0,0.6,0.4
652,0,0.94,0.06
653,0,0.74,0.26
654,0,0.62,0.38
655,0,0.88,0.12
656,0,0.68,0.32
657,0,0.64,0.36
658,1,0.3,0.7
659,0,0.9,0.1
660,0,0.82,0.18
661,0,0.62,0.38
662,0,0.94,0.06
663,1,0.18,0.82
664,0,0.94,0.06
665,0,0.86,0.14
666,1,0.32,0.68
667,0,0.8,0.2
668,0,0.8,0.2
669,1,0,1
670,0,0.76,0.24
671,0,0.56,0.44
672,0,0.78,0.22
673,0,0.56,0.44
674,0,0.7,0.3
675,1,0.28,0.72
676,1,0.36,0.64
677,1,0.38,0.62
678,0,0.6,0.4
679,0,0.52,0.48
680,0,0.6,0.4
681,1,0.02,0.98
682,0,0.68,0.32
683,1,0.06,0.94
684,1,0.44,0.56
685,0,0.62,0.38
686,0,0.92,0.08
