,Predicted_WindowFloatGlassType,NonWindowFloatGlassTypeProbability,WindowFloatGlassTypeProbability
157,0,0.628642356343233,0.371357643656767
158,1,0.19168299288168,0.80831700711832
159,0,0.820000505150124,0.179999494849876
160,0,0.908292842042716,0.0917071579572844
161,0,0.772786666115615,0.227213333884385
162,1,0.335823008898467,0.664176991101533
163,0,0.73697763641751,0.26302236358249
164,0,0.999999970218642,2.97813582741129e-08
165,0,0.994119195366005,0.00588080463399524
166,0,0.899244153531397,0.100755846468603
167,0,0.679903408706198,0.320096591293802
168,0,0.999840512057855,0.000159487942144545
169,0,0.999998385377507,1.61462249316058e-06
170,0,0.99999820012168,1.79987831991578e-06
171,0,0.999997929243508,2.07075649228421e-06
172,0,0.999999999999983,1.66536671115035e-14
173,0,0.99999999999934,6.59959377340025e-13
174,0,0.999997272667377,2.72733262247053e-06
175,0,0.999989966270988,1.00337290124472e-05
176,0,0.999983593025671,1.64069743292131e-05
177,0,0.986976534509731,0.0130234654902687
178,0,0.896058558622108,0.103941441377892
179,0,0.996082341853571,0.00391765814642923
180,0,0.993314785360429,0.00668521463957112
181,0,0.99813978940503,0.00186021059496974
182,0,0.999999104192968,8.95807032438031e-07
183,0,0.999999997801209,2.19879117730615e-09
184,0,0.999805444191062,0.000194555808937532
185,0,0.999998841819624,1.15818037592829e-06
186,0,0.904602265901152,0.0953977340988482
187,0,0.975578664094086,0.0244213359059142
188,1,0.439014001510002,0.560985998489998
189,0,0.999983817734246,1.61822657544458e-05
190,0,0.999278281673147,0.000721718326853024
191,0,0.996881885338581,0.00311811466141883
192,0,0.999999999936115,6.38847578397995e-11
193,0,0.999999999977613,2.23872137854673e-11
194,0,0.999999986334384,1.36656162366175e-08
195,0,0.99999993013166,6.98683396023051e-08
196,0,0.999999999884391,1.15609381330189e-10
197,0,0.999999998262278,1.73772163636853e-09
198,0,0.999999999287701,7.1229913086954e-10
199,0,0.999999999991498,8.50175980540746e-12
200,0,0.99999999998371,1.62899367435601e-11
201,0,0.99999999993793,6.20702242280144e-11
202,0,0.957481211563593,0.0425187884364068
203,0,0.99999999981563,1.84370455261915e-10
204,0,0.999999981830923,1.81690765312142e-08
205,0,0.999999999808549,1.9145125409684e-10
206,0,0.999999950015015,4.9984985392769e-08
207,0,0.99999995868612,4.13138804769218e-08
208,0,0.999995317869523,4.68213047684226e-06
209,0,0.999999999993859,6.14090263150083e-12
210,0,0.999999999995129,4.87121417525607e-12
211,0,0.999999974963823,2.50361774995477e-08
212,0,0.999998903797262,1.09620273823073e-06
213,0,0.999999259538823,7.40461176808498e-07
214,0,0.999999726104963,2.73895036906491e-07
