,Predicted_Type,FirstClassWineProbability,SecondClassWineProbability,ThirdClassWineProbability
94,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
95,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
96,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
97,2,0.00135430011059749,0.998644997620995,7.02268407556544e-07
98,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
99,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
100,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
101,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
102,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
103,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
104,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
105,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
106,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
107,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
108,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
109,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
110,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
111,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
112,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
113,2,0.000236308549288523,0.999422176874457,0.000341514576254282
114,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
115,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
116,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
117,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
118,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
119,2,0.00031109023699566,0.999559850701001,0.000129059062002948
120,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
121,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
122,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
123,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
124,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
125,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
126,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
127,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
128,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
129,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
130,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
131,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
132,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
133,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
134,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
135,3,6.49835886934058e-12,7.36421852483737e-06,0.999992635774977
136,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
137,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
138,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
139,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
140,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
141,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
142,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
143,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
144,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
145,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
146,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
147,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
148,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
149,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
150,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
151,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
152,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
153,3,6.59882913782523e-12,7.4528555942289e-06,0.999992547137807
154,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
155,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
156,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
157,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
158,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
159,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
160,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
161,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
162,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
163,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
164,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
165,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
166,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
167,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
168,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
169,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
170,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
171,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
172,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
173,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
174,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
175,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
176,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
177,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
178,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
