,Predicted_Species,NonVersicolorProbability,VersicolorProbability
109,1,0.115630536492752,0.884369463507248
110,0,0.966767133856649,0.033232866143351
111,0,0.885922224097007,0.114077775902993
112,1,0.458803870516968,0.541196129483032
113,0,0.741946766206127,0.258053233793874
114,0,0.574060179173143,0.425939820826857
115,0,0.925631036507799,0.074368963492201
116,0,0.947187734363037,0.052812265636963
117,0,0.522702412377285,0.477297587622715
118,0,0.860431172232065,0.139568827767935
119,1,0.124976709224871,0.875023290775129
120,1,0.0688462585033509,0.931153741496649
121,0,0.889344411481673,0.110655588518327
122,0,0.809493081107996,0.190506918892004
123,1,0.108866893454636,0.891133106545364
124,0,0.526400571117602,0.473599428882398
125,0,0.853202226996876,0.146797773003124
126,1,0.424271578005203,0.575728421994797
127,0,0.649135389464569,0.350864610535431
128,0,0.759117956177642,0.240882043822358
129,0,0.607612034994632,0.392387965005368
130,1,0.201776196758483,0.798223803241517
131,1,0.189821415953163,0.810178584046837
132,0,0.81027047461,0.18972952539
133,0,0.690198866053756,0.309801133946244
134,1,0.27637358044587,0.72362641955413
135,1,0.0677515614543917,0.932248438545608
136,0,0.626346632066774,0.373653367933226
137,0,0.970310521699806,0.0296894783001935
138,0,0.61117665495222,0.38882334504778
139,0,0.79216389153354,0.20783610846646
140,0,0.814816779184273,0.185183220815727
141,0,0.913776233895468,0.0862237661045319
142,0,0.934232489891962,0.0657675101080378
143,0,0.594656022011008,0.405343977988992
144,0,0.861735060386824,0.138264939613176
145,0,0.961394693144395,0.0386053068556053
146,0,0.906371172852246,0.0936288271477539
147,1,0.421302079890991,0.578697920109009
148,0,0.779517007870063,0.220482992129937
149,0,0.969568708542284,0.0304312914577164
150,0,0.718206205447025,0.281793794552975
