,Predicted_Type,WindowFloatGlassTypeProbability,WindowNon-floatGlassTypeProbability,VehicleWindowGlassTypeProbability,ContainersTypeProbability,TablewareTypeProbability,VehicleHeadlampsTypeProbability
37,WinF,0.538319040905061,0.265230562264126,0.152724631223045,7.10241162362579e-20,0.0437257656077686,3.37161596006742e-17
38,WinNF,0.474229698622787,0.52474431771897,0.00100213899852263,2.36788109816222e-17,2.38446597116313e-05,8.43514189808767e-15
39,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
40,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
41,WinF,0.546571322211916,0.445641362599789,0.00734066909563103,2.90399306877744e-18,0.000446646092663159,1.1529057271717e-15
42,WinF,0.581637198755526,0.389997305214949,0.0255312949578916,7.36009770924551e-19,0.00283420107163378,3.13200456616397e-16
43,WinF,0.587839805969448,0.346253950668365,0.0565553164643408,2.87485471920859e-19,0.00935092689784647,1.28093093381449e-16
44,WinF,0.487706441726287,0.223822126782387,0.212711420764647,3.82172729474545e-20,0.0757600107266786,1.86052939069167e-17
45,WinF,0.530559905456379,0.464589134814666,0.00462499702943961,4.75880093155807e-18,0.000225962699513619,1.84202525192273e-15
46,WinF,0.514451288008332,0.244247726975867,0.182683984876073,5.17135316087355e-20,0.0586170001397287,2.48742119638614e-17
47,WinF,0.586638392581834,0.339285120437029,0.0630489965879689,2.5087767658205e-19,0.0110274903931675,1.1250975106942e-16
48,WinF,0.487708927687029,0.223823917333011,0.21270876592607,3.82182816458896e-20,0.0757583890538898,1.86057658050075e-17
49,WinF,0.487703617691068,0.223824315882742,0.212711054356352,3.82178964415686e-20,0.0757610120698384,1.86051640171332e-17
50,WinF,0.573864605677703,0.308117248976743,0.0967502289834321,1.42235781026219e-19,0.0212679163621215,6.54931125183137e-17
51,WinF,0.48736029681143,0.224135776201061,0.21263017832865,3.83127476329515e-20,0.0758737486588585,1.85937278670409e-17
52,WinF,0.585522470863428,0.378287378370893,0.0321850776784527,5.64186032660469e-19,0.00400507308722565,2.43268529711564e-16
53,WinF,0.574211990673816,0.405688930350656,0.018363359557011,1.06643765548908e-18,0.00173571941851686,4.45465618612929e-16
54,WinNF,0.478035276359702,0.520827541087481,0.00110949617246202,2.13054355682506e-17,2.76863803476914e-05,7.6314938642631e-15
55,WinF,0.586677529068688,0.373437223204958,0.0352884884197127,5.0685163776376e-19,0.0045967593066407,2.19703560488787e-16
56,WinNF,3.55124927003984e-08,0.999999514470387,2.83766703246503e-16,4.50017089808352e-07,1.7247705945446e-15,2.84715054158801e-14
57,WinF,0.494345379357336,0.228666913087381,0.205538718777532,4.10481573966395e-20,0.0714489887777508,1.99276220037335e-17
58,WinF,0.518276503269208,0.478299540823161,0.00328729340291708,6.83335572526058e-18,0.000136662504710644,2.59620635090944e-15
59,WinF,0.55198075617962,0.279208262973547,0.133545922647751,8.83244937575642e-20,0.0352650581990818,4.15394162352773e-17
60,WinF,0.531739992392466,0.259093257862915,0.161361988298487,6.46621175450433e-20,0.0478047614461327,3.08173475109052e-17
61,WinF,0.487709583062593,0.223824389379999,0.21270806602531,3.8218547575862e-20,0.0757579615320977,1.86058902145919e-17
62,WinNF,0.494302511840837,0.503929366373955,0.00171560664924581,1.35301077909466e-17,5.25151359575735e-05,4.96205449213609e-15
63,WinF,0.48771647730321,0.223829355163604,0.212700703304251,3.82213451875026e-20,0.0757534642289354,1.86071990143359e-17
64,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
65,WinF,0.487711837721225,0.22382601335088,0.212705658176518,3.82194624620491e-20,0.0757564907513765,1.86063182240068e-17
66,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
67,WinF,0.487698664731298,0.223850591564642,0.212692443335193,3.82283911052815e-20,0.0757583003688666,1.86070941642894e-17
68,WinF,0.487702229309993,0.22384870902394,0.21269220050079,3.82279730181638e-20,0.075756861165277,1.86073428503215e-17
69,WinF,0.487742244642014,0.223863873201409,0.212660404266806,3.8238492049585e-20,0.0757334778897716,1.86136273048864e-17
70,WinF,0.486527957883274,0.224905634400075,0.212422080623762,3.85494218376661e-20,0.0761443270928892,1.85673758997476e-17
71,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
72,WinF,0.497623850638769,0.231110084722221,0.201931781593924,4.25556789859304e-20,0.0693342830450858,2.06299630827648e-17
73,WinNF,0.481641309197804,0.517104932905021,0.00122185905069322,1.9273109624208e-17,3.18988464745481e-05,6.93960571836413e-15
74,WinF,0.585720322325559,0.335471578202703,0.0667741224632376,2.33214130125457e-19,0.0120339770085003,1.04950327824137e-16
75,WinNF,0.202731807171446,0.7972679947025,1.98005232976872e-07,1.11146736494089e-13,9.54647662906228e-11,2.52454212168679e-11
76,WinNF,0.430794127062149,0.568889593546601,0.000311969732983893,7.87243761011578e-17,4.30965823940043e-06,2.63382190512319e-14
77,WinF,0.588483751963158,0.35699329975289,0.0473689283038997,3.57214602468044e-19,0.00715401998005232,1.57507058060252e-16
78,WinF,0.586352396885708,0.338012220672066,0.0642790977189812,2.44808891576934e-19,0.0113562847232443,1.09915642335738e-16
79,WinF,0.488193169339202,0.224173030091282,0.212191190997759,3.84154674772466e-20,0.0754426095717563,1.86980043572875e-17
80,WinNF,0.285286981515793,0.71470873444416,4.27579118968593e-06,5.72047957345566e-15,8.24732752237001e-09,1.52481958492451e-12
81,WinNF,0.297734150844956,0.702259405892641,6.42833736334476e-06,3.83629584742301e-15,1.49239915961303e-08,1.04469260472174e-12
82,WinF,0.581888591549196,0.389355813041484,0.025865848647087,7.25185107015315e-19,0.00288974676223358,3.08821843787328e-16
83,WinF,0.554213677286773,0.435901656824141,0.00925561972760752,2.26135884416465e-18,0.000629046161477329,9.0931365556374e-16
84,WinNF,0.482579961408458,0.516134001029378,0.00125294018315182,1.87760886067189e-17,3.30973790055591e-05,6.76983176422016e-15
85,Head,0.000207396390963839,0.0710716878618779,3.60258749159333e-22,0.0195401445833322,1.8804103816435e-31,0.909180771163826
86,WinF,0.490195256901135,0.225623496683676,0.210041972088724,3.92458073864895e-20,0.0741392743264651,1.9086185977109e-17
87,WinF,0.489006250789188,0.224760707520237,0.211320174011084,3.87497257698671e-20,0.0749128676794896,1.88543137813433e-17
88,WinF,0.526840307485694,0.468798868515391,0.004167041910985,5.31620682607044e-18,0.000193782087928172,2.04609257671878e-15
89,WinF,0.584157740384972,0.330224127933423,0.0720920146628031,2.11286335417859e-19,0.0135261170188011,9.55253268765091e-17
90,WinNF,0.353917217464319,0.646046520016858,3.6078328953307e-05,6.95565460690513e-16,1.84189660604241e-07,2.07451310669496e-13
91,WinF,0.559808442640775,0.288277494376129,0.121537235398605,1.0213677051138e-19,0.0303768275844907,4.77314832840284e-17
92,WinF,0.494342259703013,0.228665365289637,0.205541400747609,4.10469368821041e-20,0.0714509742597421,1.99269570649001e-17
93,WinF,0.48770639817647,0.22382209541513,0.212711467272713,3.82172552770946e-20,0.0757600391356865,1.86052856402098e-17
94,WinF,0.490069559988638,0.22553209328958,0.210177351199707,3.91929491366944e-20,0.074220995522074,1.90614859041767e-17
95,WinNF,0.184486870665295,0.815513040500645,8.87519792323312e-08,2.38522972561657e-13,2.98677939268919e-11,5.19749050730314e-11
96,WinF,0.524802028553271,0.252937500020598,0.170136405797321,5.89082350865838e-20,0.0521240656288097,2.81840367167382e-17
97,WinF,0.561238120928848,0.29004929502321,0.119236694636194,1.0512031930775e-19,0.029475889411748,4.90634641126791e-17
98,WinNF,0.266842352717944,0.733155357176985,2.28678130391593e-06,1.05324442433691e-14,3.32103927433209e-09,2.71692680109245e-12
99,Head,0.00197061653543755,0.453349437113296,3.82379819141909e-20,0.00997634990169627,6.79595412639089e-29,0.53470359644957
100,WinNF,0.00698872302192719,0.945665844560478,3.37400747714572e-18,0.000720571348509799,3.06610594313912e-26,0.0466248610690853
101,WinNF,0.0351213087087628,0.964875232169175,2.64689104120737e-13,3.00947049260399e-08,3.23746231693553e-19,3.42902709274322e-06
102,WinNF,0.00430671768707961,0.948475316871944,1.50279959782448e-18,0.00135382732891572,1.63297126562466e-26,0.0458641381120605
103,WinNF,7.09313411555855e-17,0.505905973039656,6.6127252158853e-15,3.23930685120393e-11,0.494094026927944,2.07493674581702e-32
104,Tabl,6.30485961426002e-17,0.437674218718962,6.92488689282735e-15,2.36067420683092e-11,0.562325781257424,1.5267254806819e-32
105,Tabl,6.30527938777462e-17,0.437694603032605,6.92498037864467e-15,2.36087015234085e-11,0.562305396943779,1.52691110050003e-32
106,Con,2.18079343776775e-27,1.13326451048613e-08,9.39571711985874e-43,0.999999988667355,1.10953701554155e-37,6.17566292505951e-23
107,Con,5.95330926735421e-05,0.318748395983819,1.53095542350837e-22,0.376829188070646,9.07093930566031e-31,0.304362882852861
108,WinNF,1.21061867239251e-17,0.999648269463326,4.08631652503717e-22,0.000351730520286818,1.63873745134629e-11,9.44709372576813e-26
109,WinNF,6.57596647124488e-17,0.99954238026002,6.27245942925806e-17,7.73664437150099e-09,0.000457612003336022,3.78865270938426e-30
110,WinNF,8.13290125661459e-17,0.603121157175484,5.98790906527103e-15,4.9437248867775e-11,0.396878842775072,3.12319917296929e-32
111,WinNF,9.66491919553226e-17,0.970326142512574,1.13631074456357e-15,5.42316759045601e-10,0.0296738569451084,3.07686783957834e-31
112,WinNF,9.03352859907874e-17,0.987214817714218,6.3545518210671e-16,9.44419745438063e-10,0.0127851813413615,5.19934423733923e-31
113,WinNF,9.29788512311631e-17,0.982032759801988,8.04110834893981e-16,7.5685796012537e-10,0.0179672394411535,4.2174961372671e-31
114,WinF,0.54387485896109,0.270686448709992,0.145151181770578,7.72730228788641e-20,0.0402875105583399,3.65514346820198e-17
115,WinF,0.522414634535104,0.250884560199474,0.173084867399099,5.71158651098648e-20,0.0536159378663234,2.73613334997533e-17
116,WinF,0.495477527634754,0.22950724743036,0.204297566618431,4.15601961724466e-20,0.0707176583164558,2.01662413226552e-17
117,WinF,0.506088717149934,0.237584015789315,0.192411626586063,4.68346483873558e-20,0.063915640474689,2.26177728659886e-17
118,WinF,0.583055342513531,0.327076334724824,0.0753858378719894,1.99319949991476e-19,0.0144824848896559,9.03614072472591e-17
119,WinF,0.581609857272466,0.390066416362064,0.0254954542714329,7.37186812565324e-19,0.00282827209403716,3.13676373694682e-16
120,WinF,0.586890362197077,0.340490822338165,0.0618962348996628,2.56793140960665e-19,0.0107225805650945,1.15035267442417e-16
121,WinF,0.536877560035527,0.263857981208795,0.15464597616139,6.95428729810218e-20,0.0446184825942875,3.30423791694386e-17
122,WinNF,0.468731276792331,0.530384393577218,0.000865112550035329,2.75753033917259e-17,1.9217080405711e-05,9.74557777216899e-15
123,WinF,0.553272076635115,0.280639821697134,0.131625674365577,9.03536798408851e-20,0.0344624273021738,4.24518873231947e-17
124,WinF,0.571687146126903,0.410150402030473,0.0166602768618831,1.18826521897508e-18,0.00150217498074034,4.93659136609074e-16
125,WinF,0.530547993681121,0.464602709008207,0.00462344625950053,4.76049839970321e-18,0.000225851051170152,1.84264851529285e-15
126,WinF,0.583992485225656,0.329728932261936,0.0726050982303965,2.09347739644364e-19,0.013673484282011,9.46897758367425e-17
127,WinF,0.508054810850576,0.239125174198725,0.190154784749296,4.79180443005725e-20,0.0626652302014037,2.31197270462821e-17
128,WinNF,3.85103964011531e-17,0.999997885742539,1.37145361556901e-18,2.40286650273068e-07,1.87397081029401e-06,9.80891920823374e-29
129,Head,0.000223307517322469,0.0756652860894245,4.15340067680777e-22,0.0193670600679371,2.24447258812392e-31,0.904744346325316
130,WinNF,4.09130350386051e-17,0.999996120879505,2.19794212956353e-18,1.57043805774209e-07,3.72207668884546e-06,6.49741805512666e-29
131,WinNF,1.65018077926545e-17,0.999950488030732,3.62860945399648e-21,4.95115924492584e-05,3.7681857116603e-10,1.48419115553504e-26
132,WinNF,1.64340337734382e-17,0.999949180302918,3.52478085712539e-21,5.08193356469108e-05,3.61435175730116e-10,1.52117022404642e-26
133,WinF,0.508361518905159,0.239366952441875,0.189801094934981,4.80903879175557e-20,0.0624704337179846,2.31995284045408e-17
134,WinF,0.493201077087877,0.227823124771151,0.20678655957279,4.05399522273287e-20,0.0721892385681811,1.96904660263655e-17
135,WinF,0.504046140914059,0.235998452213772,0.194737535673762,4.5746826463211e-20,0.0652178711984066,2.21132346638078e-17
136,WinF,0.498966007973229,0.23212001263587,0.200442776877362,4.31955090910869e-20,0.0684712025135387,2.09277535582878e-17
137,WinF,0.530742533699474,0.258189624480296,0.162643413885037,6.37800361453462e-20,0.0484244279351935,3.0414395547748e-17
138,WinF,0.578082865750739,0.398135219847274,0.0215760999373687,8.9034332825353e-19,0.00220581446461809,3.75291352896018e-16
139,WinNF,0.188653185956781,0.811346706787447,1.07172451137591e-07,1.99411497033156e-13,3.92435223854659e-11,4.38778244750462e-11
140,WinNF,0.388060963532313,0.611842206772844,9.60602427492636e-05,2.60341458795348e-16,7.69452011512948e-07,8.17900706273759e-14
141,WinNF,0.47670675903511,0.522196193883597,0.00107076770382541,2.21060801600552e-17,2.62793774595029e-05,7.90309965617651e-15
142,WinF,0.527190707375076,0.468404677031215,0.0042080196217494,5.26128310824821e-18,0.000196595971958396,2.02603624725427e-15
143,WinNF,0.098791556521791,0.901208438482431,5.90841304005099e-10,2.59876557402887e-11,2.14328359427334e-14,4.37892809303824e-09
144,WinNF,0.348271258505673,0.651698043577981,3.0553380765701e-05,8.2100921897159e-16,1.44535336602275e-07,2.42719804700989e-13
145,WinF,0.584162906854078,0.330239758697642,0.0720758504303292,2.11347877298734e-19,0.0135214840179505,9.55518456003026e-17
146,WinF,0.588354563793859,0.360940932816446,0.0442483268648655,3.87770700978747e-19,0.00645617652482971,1.70300916713168e-16
147,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
148,WinF,0.507139388134118,0.238405741960256,0.191207811395545,4.74090579675827e-20,0.063247058510081,2.28839710585436e-17
149,WinF,0.513061260083981,0.243119758847866,0.184324749964181,5.08511870594283e-20,0.0594942311039718,2.44761241428058e-17
150,WinF,0.574036342213507,0.308405621561889,0.0964069899710003,1.42944082495497e-19,0.0211510462536041,6.58043926112678e-17
151,WinF,0.579813968137331,0.319311464413771,0.0838298127755076,1.73115264906351e-19,0.0170447546733899,7.89971637399472e-17
152,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
153,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
154,WinF,0.539231011655904,0.266107641203864,0.151500168243506,7.19891354197345e-20,0.0431611788967253,3.41547627078174e-17
155,WinF,0.539021676641454,0.265905705977098,0.151781854415618,7.1765655977147e-20,0.0432907629658303,3.40532158780316e-17
156,WinF,0.508789834041379,0.239705218207409,0.189306426933358,4.83326072241434e-20,0.0621985208178542,2.33116626370238e-17
157,WinF,0.497900007419074,0.231317397263759,0.201626020042382,4.26862171659596e-20,0.0691565752747861,2.06907346376128e-17
158,WinF,0.48770439847863,0.223820655115466,0.212713602798328,3.8216443910813e-20,0.0757613436075767,1.86049060593558e-17
159,WinF,0.528068534369356,0.255798885031816,0.166044887814021,6.15096573796576e-20,0.0500876927848067,2.93760267419239e-17
160,WinF,0.537189629015961,0.264153734944291,0.154231456808057,6.98590945436017e-20,0.0444251792316906,3.31862771485131e-17
161,WinF,0.538837536713011,0.265728376980998,0.152029330065688,7.15700501369627e-20,0.0434047562403024,3.39643221918275e-17
162,WinF,0.487844222840591,0.22392139179043,0.212564245257502,3.8273234028762e-20,0.0756701401114771,1.86314732692677e-17
163,WinF,0.487726043561225,0.22383624576814,0.212690486703866,3.82252275429128e-20,0.0757472239667686,1.86090152800062e-17
164,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
165,Con,1.91233547812762e-26,7.39195545804651e-08,4.94545709132864e-41,0.999999926080445,1.4507093114204e-35,6.85953432161663e-23
166,Con,1.34242348806858e-21,0.00113364350573436,3.47679968337234e-32,0.998866356494266,1.09574825889478e-24,1.17556258181796e-22
167,Con,3.62367638119699e-27,1.75714600785619e-08,2.3740951606687e-42,0.99999998242854,3.46840327022264e-37,6.32923170067611e-23
168,Con,2.87826126633633e-27,1.44019402855682e-08,1.55927010256601e-42,0.99999998559806,2.06841533798053e-37,6.2591160427067e-23
169,Con,2.18079343776775e-27,1.13326451048613e-08,9.39571711985874e-43,0.999999988667355,1.10953701554155e-37,6.17566292505951e-23
170,Con,2.34556138588178e-27,1.20684686453793e-08,1.07317866737432e-42,0.999999987931531,1.30659212806656e-37,6.19745891938532e-23
171,Con,7.48216700880213e-27,3.28676622954604e-08,8.9182960140674e-42,0.999999967132338,1.76550659237445e-36,6.55513800224791e-23
172,Con,7.46327328734989e-18,2.17739514231349e-05,3.7986138203316e-34,0.999978226048473,1.27333539783172e-34,1.0349801193576e-13
173,Con,8.64141910479612e-13,0.00120648037551526,1.41440551468451e-29,0.998793511422099,5.36601114526602e-33,8.20152160051806e-09
174,Con,1.75730795311009e-19,0.0755640694954477,2.71188596039809e-28,0.924435930504552,6.80848258885008e-20,1.38242173202901e-22
175,Con,6.57104618663505e-14,0.000497012785852951,1.38209089219536e-30,0.999502986535934,2.34854844887333e-33,6.78147137597535e-10
176,WinNF,1.04854267255629e-17,0.999128813311071,1.48680593358392e-22,0.000871186685090463,3.8388444338158e-12,2.22395906657917e-25
177,WinF,0.487670095724009,0.223868062402389,0.212692480702183,3.82327406214687e-20,0.0757693611714193,1.86053302952446e-17
178,Tabl,6.30975403232955e-17,0.437698958915819,6.92920656791926e-15,2.36001640715867e-11,0.562301041060574,1.52793402852384e-32
179,WinF,0.487715858035713,0.223828909112178,0.212701364659685,3.82210938836315e-20,0.0757538681924247,1.86070814476411e-17
180,WinF,0.487735952901688,0.223843383765974,0.212679903339573,3.82292497064811e-20,0.0757407599927652,1.86108969428579e-17
181,WinF,0.487928454916427,0.223982103358595,0.212474235251964,3.83075012292473e-20,0.0756152064730138,1.86475030939997e-17
182,Tabl,6.38859657396238e-17,0.444744289425419,6.89759426185386e-15,2.44222615874759e-11,0.555255710550151,1.57788186646751e-32
183,WinNF,8.54558927339621e-17,0.644999500886381,5.65448437383739e-15,5.91206222595247e-11,0.355000499054493,3.71164579162822e-32
184,WinNF,7.02867331582928e-17,0.500175339429887,6.64304219642104e-15,3.15701880693475e-11,0.499824660538536,2.0238517603739e-32
185,WinF,0.50758873534016,0.241563411183069,0.188495539827075,4.91234086901788e-20,0.0623523136496963,2.33575078855407e-17
186,Head,0.000204002442995736,0.0700844063433518,3.49011525054572e-22,0.0195780181471802,1.80767851340467e-31,0.910133573066472
187,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
188,WinNF,0.0275914267617498,0.972393094227242,4.60127391837663e-14,1.46996144628107e-07,2.61678125061754e-20,1.53320148170363e-05
189,Head,0.000432580552784675,0.132141971924819,1.50732220916806e-21,0.0175357114849043,1.12030720732784e-30,0.849889736037492
190,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
191,Head,0.00099076839366941,0.262588717040764,8.15801271123912e-21,0.0141697681729289,9.38275457445406e-30,0.722250746392637
192,Head,0.000205888669881037,0.070633488103063,3.55240217053969e-22,0.0195569474345311,1.84788893810546e-31,0.909603675792525
193,Head,0.000230092910222073,0.0776092330799008,4.40011913751102e-22,0.0192959353304202,2.41159757398537e-31,0.902864738679457
194,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
195,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
196,Head,0.000204585331749569,0.0702542701089611,3.50929987453951e-22,0.0195715317003634,1.82004769962597e-31,0.909969612858926
197,Head,0.000198910125787358,0.0805872958894447,3.48743507935578e-22,0.0245484062111945,2.09101574134433e-31,0.894665387773573
198,Head,0.000204613394231239,0.070262439258591,3.51022518532816e-22,0.0195712171002592,1.82064450812266e-31,0.909961730246919
199,Head,0.000205600984764434,0.0705498170805753,3.54286589361155e-22,0.0195601618673049,1.84172192137981e-31,0.909684420067355
200,Head,0.000211089156356534,0.0721427677655827,3.72697145260844e-22,0.0194992945848579,1.96149457364908e-31,0.908146848493203
201,Head,0.000206931435733504,0.0709366098933391,3.58707414145786e-22,0.0195453185188026,1.87034530815478e-31,0.909311140152125
202,Con,2.18079343776775e-27,1.13326451048613e-08,9.39571711985874e-43,0.999999988667355,1.10953701554155e-37,6.17566292505951e-23
203,Head,0.000209656993718085,0.0717277359304759,3.67848413806636e-22,0.019515086708611,1.92980569292904e-31,0.908547520367195
204,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
205,Head,0.000205111630712895,0.0704074485524863,3.52667369246117e-22,0.0195656358003532,1.8312599578143e-31,0.909821804016448
206,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
207,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
208,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
209,Head,0.000225407396808911,0.0783088348959011,4.26224137713261e-22,0.0200664135757539,2.37424930368133e-31,0.901399344131536
210,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
211,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
212,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
213,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
214,Head,0.000204002794069388,0.0700846489888209,3.49011890387536e-22,0.0195780681824653,1.80768507088156e-31,0.910133280034644
