,Predicted_WindowFloatGlassType,NonWindowFloatGlassTypeProbability,WindowFloatGlassTypeProbability
121,0,0.527693067916972,0.472306932083028
122,0,0.833188018147171,0.166811981852829
123,0,0.684750405267123,0.315249594732877
124,0,0.833793359883864,0.166206640116135
125,1,0.245893229085012,0.754106770914988
126,0,0.660166289338932,0.339833710661068
127,1,0.494894554381596,0.505105445618404
128,0,0.969171162954623,0.0308288370453773
129,0,0.985194725995896,0.0148052740041042
130,0,0.999867854158921,0.000132145841078668
131,0,0.995702697733594,0.00429730226640632
132,0,0.999416899308115,0.000583100691885183
133,1,0.313634032176379,0.686365967823621
134,0,0.816400752463851,0.183599247536149
135,1,0.327911592562561,0.672088407437439
136,0,0.670324545062704,0.329675454937296
137,1,0.201426886778935,0.798573113221065
138,0,0.624488367071313,0.375511632928687
139,0,0.583560258694288,0.416439741305712
140,0,0.587597871653365,0.412402128346635
141,0,0.735183881289778,0.264816118710222
142,1,0.396069448175833,0.603930551824167
143,0,0.700207209934345,0.299792790065655
144,0,0.777984106896468,0.222015893103532
145,0,0.723530821408095,0.276469178591905
146,0,0.727724404986267,0.272275595013733
147,1,0.352552075409041,0.647447924590959
148,0,0.632995709040473,0.367004290959527
149,0,0.545306552740252,0.454693447259748
150,0,0.950158187260517,0.0498418127394831
151,0,0.882753072710408,0.117246927289592
152,1,0.154063596107567,0.845936403892433
153,1,0.0984804217263318,0.901519578273668
154,0,0.726169757653879,0.273830242346121
155,1,0.481614055966636,0.518385944033364
156,1,0.484069572606749,0.515930427393251
157,0,0.519623593184195,0.480376406815805
158,1,0.107892560748343,0.892107439251657
159,0,0.726103808653587,0.273896191346413
160,0,0.872569069752716,0.127430930247284
161,0,0.681418835686242,0.318581164313758
162,1,0.394736734720234,0.605263265279766
163,0,0.800875919995576,0.199124080004424
164,0,0.999999902827761,9.71722390141282e-08
165,0,0.981809000742576,0.0181909992574238
166,0,0.843240750045236,0.156759249954764
167,0,0.59196904566951,0.40803095433049
168,0,0.997452578395206,0.00254742160479368
169,0,0.999945317691171,5.46823088285004e-05
170,0,0.999886875582367,0.000113124417632799
171,0,0.999834257047944,0.000165742952056021
172,0,0.999999995751072,4.24892836282564e-09
173,0,0.99999993355352,6.64464796839955e-08
174,0,0.999392364708138,0.000607635291862254
175,0,0.999997277624441,2.72237555911469e-06
176,0,0.999946209384499,5.37906155009931e-05
177,0,0.96129215871108,0.0387078412889201
178,0,0.796486699785332,0.203513300214668
179,0,0.981982972342873,0.0180170276571274
180,0,0.978882771684409,0.0211172283155915
181,0,0.995480904585841,0.00451909541415941
182,0,0.999934940691177,6.50593088228047e-05
183,0,0.999999489060262,5.10939737999523e-07
184,0,0.991602936784876,0.00839706321512442
185,0,0.999884336207942,0.000115663792057645
186,0,0.882581347939219,0.117418652060781
187,0,0.979650854008095,0.0203491459919055
188,1,0.467589571091248,0.532410428908752
189,0,0.999491237502269,0.000508762497730735
190,0,0.99457930910312,0.0054206908968801
191,0,0.99112329225597,0.00887670774402963
192,0,0.999999996667575,3.33242515312774e-09
193,0,0.999999999396175,6.03825325941839e-10
194,0,0.999999784272767,2.15727232589785e-07
195,0,0.999999182268635,8.1773136510131e-07
196,0,0.999999994458355,5.54164467892341e-09
197,0,0.999999888783451,1.11216549161998e-07
198,0,0.9999999640819,3.59180999484738e-08
199,0,0.999999998831229,1.16877101837119e-09
200,0,0.999999996867255,3.13274476810939e-09
201,0,0.999999993865643,6.13435711458375e-09
202,0,0.855624883575017,0.144375116424983
203,0,0.999999989882842,1.01171583170712e-08
204,0,0.999999604701451,3.95298549395368e-07
205,0,0.999999983582208,1.64177917620639e-08
206,0,0.999998379108297,1.62089170314586e-06
207,0,0.999998053522906,1.94647709362115e-06
208,0,0.999985868982471,1.41310175290154e-05
209,0,0.999999998881729,1.11827067051565e-09
210,0,0.999999999485825,5.14174788570276e-10
211,0,0.999999278510488,7.21489511771779e-07
212,0,0.999997135462844,2.86453715650374e-06
213,0,0.999991953270908,8.04672909167136e-06
214,0,0.999997180128004,2.81987199627691e-06
